"Identifier","Source String","Context","Translation"
"AssessmentItemToolbar.toolbarLabelEdit","Edit","
-- CONTEXT --
","Modifier"
"AssessmentItemToolbar.toolbarLabelMoveDown","Move down","
-- CONTEXT --
","Déplacer vers le bas"
"AssessmentItemToolbar.toolbarLabelMoveUp","Move up","
-- CONTEXT --
","Déplacer vers le haut"
"AssessmentTab.dialogCancelBtnLabel","Cancel","
-- CONTEXT --
","Annuler"
"AssessmentTab.dialogSubmitBtnLabel","Submit","
-- CONTEXT --
","Envoyer"
"AssessmentTab.incompleteItemsCountMessage","{invalidItemsCount} incomplete {invalidItemsCount, plural, one {question} other {questions}}","
-- CONTEXT --
","{invalidItemsCount} {invalidItemsCount, plural, one {question incomplète} other {questions incomplètes}}"
"BrowsingCard.addToClipboardAction","Copy to clipboard","
-- CONTEXT --
","Copier dans le presse-papier"
"BrowsingCard.coach","Resource for coaches","
-- CONTEXT --
","Ressource pour les éducateurs"
"BrowsingCard.goToSingleLocationAction","Go to location","
-- CONTEXT --
","Aller à l'emplacement"
"BrowsingCard.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {ressource pour les éducateurs} other {ressources pour les éducateurs}}"
"BrowsingCard.previewAction","View details","
-- CONTEXT --
","Afficher les détails"
"BrowsingCard.resourcesCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, one {ressource} other {ressources}}"
"BrowsingCard.tagsList","Tags: {tags}","
-- CONTEXT --
","Étiquettes : {tags}"
"BytesForHumansStrings.fileSizeInBytes","{n, number, integer} B","
-- CONTEXT --
","{n, number, integer} o"
"BytesForHumansStrings.fileSizeInGigabytes","{n, number, integer} GB","
-- CONTEXT --
","{n, number, integer} Go"
"BytesForHumansStrings.fileSizeInKilobytes","{n, number, integer} KB","
-- CONTEXT --
","{n, number, integer} Ko"
"BytesForHumansStrings.fileSizeInMegabytes","{n, number, integer} MB","
-- CONTEXT --
","{n, number, integer} Mo"
"BytesForHumansStrings.fileSizeInTerabytes","{n, number, integer} TB","
-- CONTEXT --
","{n, number, integer} To"
"CatalogFAQ.KolibriAnswer","Kolibri is an open source ed-tech platform designed for low-resource communities, focused on:","
-- CONTEXT --
","Kolibri est une plateforme open source d'e-éducation conçue pour les communautés à faibles ressources, qui s'attache à :"
"CatalogFAQ.KolibriAnswerItem1","Overcoming infrastructural barriers that prevent equitable access to quality education for learners in low-resource and low-connectivity contexts","
-- CONTEXT --
","Surmonter les obstacles infrastructurels qui empêchent un accès équitable à une éducation de qualité pour les apprenants dans des contextes caractérisés par de faibles ressources et une faible connectivité"
"CatalogFAQ.KolibriAnswerItem2","Increasing the availability of open learning materials suitable for many curricula, learning goals, and situations","
-- CONTEXT --
","Accroître la disponibilité en libre accès de supports d'apprentissage adaptés à de nombreux programmes, objectifs d'apprentissage et situations"
"CatalogFAQ.KolibriAnswerItem3","Fostering innovative pedagogy and effective learning outcomes","
-- CONTEXT --
","Promouvoir une pédagogie innovante et des résultats d'apprentissage efficaces"
"CatalogFAQ.KolibriQuestion","What is Kolibri?","
-- CONTEXT --
","Qu'est-ce que Kolibri ?"
"CatalogFAQ.aboutHeader","Welcome to the Kolibri Content Library Catalog! ","
-- CONTEXT --
","Bienvenue dans le catalogue de la bibliothèque de contenus Kolibri ! "
"CatalogFAQ.aboutKolibriHeader","About Kolibri","
-- CONTEXT --
","À propos de Kolibri"
"CatalogFAQ.aboutLibraryHeader","About the Kolibri Content Library","
-- CONTEXT --
","À propos de la bibliothèque de contenus Kolibri"
"CatalogFAQ.channelAnswer","A channel is Kolibri’s unit of organization for digital content. It's a collection of resources organized by single institutions or creators, each of which may contain a set of books, games, textbooks, articles, simulations, exercises, and many more types of educational materials, all made available for use in Kolibri without the need for internet access. A channel isn't necessarily a course or a sequence, it's simply a collection of materials published or gathered together by one organization, as close to the provider's original layout as possible, while still organized for the best possible navigation in Kolibri.","
-- CONTEXT --
","Une chaîne est l'unité qu'utilise Kolibri pour organiser les contenus numériques. Il s'agit d'un recueil de ressources préparé par des institutions ou des créateurs uniques, chacun pouvant contenir un ensemble de livres, de jeux, de manuels, d'articles, de simulations, d'exercices et de nombreux autres types de supports pédagogiques, tous mis à disposition pour être utilisés dans Kolibri sans qu'un accès à Internet soit nécessaire. Une chaîne ne correspond pas forcément à un cours ou à une session, mais regroupe des supports publiés ou rassemblés par une organisation, présentés d'une façon aussi fidèle que possible à la configuration originale du fournisseur, mais organisés pour une navigation optimale dans Kolibri."
"CatalogFAQ.channelLink","What is a channel?","
-- CONTEXT --
","Qu'est-ce qu'une chaîne ?"
"CatalogFAQ.channelQuestion","What is a channel?","
-- CONTEXT --
","Qu'est-ce qu'une chaîne ?"
"CatalogFAQ.coachContentAnswer","Most resources are directed at learners, but some, such as lesson plans, subject refreshers, professional learning guides, and similar, are directed at teachers and facilitators. In Kolibri, we mark this content as ""for coaches"" and limit its visibility to those with coach accounts. If you see coach materials here, they may require less planning for any facilitators using the resource!","
-- CONTEXT --
","La plupart des ressources sont destinées aux apprenants, mais certaines, telles que les plans de leçon, les remises à niveau sur telle ou telle matière, les guides d'apprentissage professionnel et autres, sont destinées aux enseignants et aux facilitateurs. Dans Kolibri, nous marquons ce contenu comme étant « pour les éducateurs », les seuls à y avoir accès. Alors avis aux planificateurs ! Si vous trouvez ce type de ressource, vous pourriez vous épargner du temps de planification !"
"CatalogFAQ.coachContentQuestion","What are 'resources for coaches'?","
-- CONTEXT --
","En quoi consistent les « ressources pour les éducateurs » ?"
"CatalogFAQ.customContentAnswer","To add your own materials, create an account on Kolibri Studio by going to https://studio.learningequality.org. Recommendations for public materials to be added to the Kolibri Content Library can be made by contacting content@learningequality.org.","
-- CONTEXT --
","Pour ajouter vos propres ressources, créez un compte sur Kolibri Studio à partir de https://studio.learningequality.org. Pour recommander l'ajout de contenus publics à la bibliothèque de contenus Kolibri, veuillez contacter content@learningequality.org."
"CatalogFAQ.customContentQuestion","How can I add my own materials or recommend materials from other creators for this library?","
-- CONTEXT --
","Comment puis-je ajouter mes propres supports ou recommander des supports d'autres créateurs pour cette bibliothèque ?"
"CatalogFAQ.descriptionP1","Here you can learn more about the educational resources publicly available for use in Kolibri, which are organized into ""channels"". Use the filters to browse channels by keyword, language, or formats of the materials inside.","
-- CONTEXT --
","Découvrez dans cette section les ressources pédagogiques, organisées en « chaînes », disponibles en libres accès sur Kolibri. Servez-vous des filtres pour explorer les chaînes par mot-clé, langue ou format de média."
"CatalogFAQ.descriptionP2","Click on a channel to get a preview of what subjects and topics it covers, learn more about its creator, see how many resources the channel contains, and learn how to import it into Kolibri. You can also find coach-specific content (lesson plans, teacher professional guides, and other supplementary facilitation material), assessments and exercises, and captions for accessibility.","
-- CONTEXT --
","Cliquez sur une chaîne pour un aperçu des matières et des thèmes qui y sont abordés, en savoir plus sur son créateur, voir combien de ressources elle regroupe et apprendre comment les importer dans Kolibri. Vous pouvez également y trouver des contenus destinés spécifiquement aux éducateurs (plans de leçons, guides professionnels pour les enseignants et autres supports d'animation supplémentaires), des évaluations et des exercices, et des légendes pour assurer leur accessibilité."
"CatalogFAQ.descriptionP3","Sharing the work of these resource creators is what inspires Learning Equality's efforts. We hope you find something that excites you about the potential of digital learning, online or off!","
-- CONTEXT --
","Learning Equality est porté par le désir de partager le travail des créateurs de ces ressources. Nous espérons que vous trouverez quelque chose qui vous ouvrira au potentiel de l'apprentissage numérique en ligne ou hors ligne !"
"CatalogFAQ.downloadKolibriLink","Download Kolibri","
-- CONTEXT --
","Télécharger Kolibri"
"CatalogFAQ.downloadLink","Download","
-- CONTEXT --
","Télécharger"
"CatalogFAQ.endoresementQuestion","Have these sources been vetted or endorsed as classroom-safe and ready?","
-- CONTEXT --
","Ces sources ont-elles été vérifiées ou approuvées comme sûres et prêtes à être utilisées dans une salle de classe ?"
"CatalogFAQ.endorsementAnswer","We select sources with an educational affiliation or mandate, so you can trust that most resources in the Kolibri Content Library were designed for learning purposes. However,  we are not able to guarantee the appropriateness of each individual item within any particular source. We recommend that educators and administrators conduct a thorough review of any digital content using their own criteria - including reorganization and re-curation, if necessary - before using it with learners. Since we recognize that there may be many different standards across situations for criteria like preferred levels of interactivity, subject/age appropriateness, cultural sensitivity and tone, among others, we have intentionally offered a wide range of materials to help meet the needs of all learners whatever they may be.","
-- CONTEXT --
","Nous sélectionnons des sources ayant une affiliation ou une mission pédagogique. Vous pouvez ainsi être sûrs que la plupart des ressources sur Kolibri ont été conçues à des fins d'apprentissage. Nous ne pouvons cependant pas garantir la pertinence de chaque élément individuel dans une source particulière. Nous recommandons aux éducateurs et aux administrateurs de procéder à un examen approfondi de tout contenu numérique sur la base de leurs propres critères, y compris si nécessaire à sa réorganisation et sa recuration, avant de l'utiliser en classe. Conscients des nombreuses normes différentes spécifiques à chaque contexte s'agissant entre autres du niveau d'interactivité souhaité, de l'adéquation entre un sujet et l'âge des apprenants, des sensibilités culturelles et du ton, nous avons intentionnellement proposé un large éventail de supports pour aider à répondre aux besoins de tous les apprenants, quels qu'ils soient."
"CatalogFAQ.faqHeader","Frequently asked questions","
-- CONTEXT --
","Foire aux questions"
"CatalogFAQ.issueAnswer","Please email us at content@learningequality.org and include the channel name, along with a description of the issue. If you notice an issue on a specific resource, please be sure to link that as well. We'd be happy to investigate and grateful for your feedback!","
-- CONTEXT --
","Veuillez nous envoyer un courriel à l'adresse content@learningequality.org en indiquant le nom de la chaîne, ainsi qu'une description du problème. Si vous remarquez un problème sur une ressource spécifique, veillez à bien inclure un lien vers celle-ci également. Nous serons heureux d'étudier la question, et reconnaissants pour votre retour !"
"CatalogFAQ.issueQuestion","I found a bug, broken link, or some mislabeled information within a resource. What should I do?","
-- CONTEXT --
","J'ai trouvé un bug, un lien brisé ou une information mal étiquetée dans une ressource. Que dois-je faire ?"
"CatalogFAQ.maintenanceAnswerP1","Because Kolibri is designed for learners and educators who are disconnected from the internet, content must first be packaged so that it can be used without internet connection. For most sources, our content team uses custom-written, automated scripts to bring content into Kolibri from a website, an app, or a private source such as a hard drive (with the appropriate permissions).","
-- CONTEXT --
","Kolibri étant conçu pour les apprenants et les éducateurs privés d'accès à Internet, le contenu doit d'abord être traité de manière à pouvoir être utilisé hors connexion. Pour la plupart des sources, notre équipe de contenu utilise des scripts automatisés développés sur mesure pour importer dans Kolibri des contenus provenant d'un site web, d'une application ou d'une source privée telle qu'un disque dur (avec les autorisations appropriées)."
"CatalogFAQ.maintenanceAnswerP2","To learn more about how content is packaged for use on Kolibri and what types of formats are supported, please refer to our content integration guide.","
-- CONTEXT --
","Pour en savoir plus sur la façon dont le contenu est traité pour être utilisé sur Kolibri et sur les types de formats compatibles, veuillez vous référer à notre guide d'intégration de contenu."
"CatalogFAQ.maintenanceQuestion","How is this library created and maintained?","
-- CONTEXT --
"," Comment cette bibliothèque est-elle créée et maintenue ?"
"CatalogFAQ.makerAnswerP1","Learning Equality, a 501(c)(3) nonprofit based in San Diego, California, is committed to enabling every person in the world to realize their right to a quality education, by supporting the creation, adaptation, and distribution of open educational resources, and creating supportive tools for innovative pedagogy.","
-- CONTEXT --
","Learning Equality, une association à but non lucratif 501(c)(3) basée à San Diego, Californie, s'engage à permettre à chaque personne au monde de satisfaire son droit à une éducation de qualité, en appuyant la création, l'adaptation et la distribution de ressources pédagogiques et libre accès, et en créant des outils de soutien pour une pédagogie innovante."
"CatalogFAQ.makerAnswerP2","In recognition of the digital divide, Learning Equality started by bringing the Khan Academy experience offline to more than 6 million learners around the globe. Its second-generation product, Kolibri, is part of a broader ecosystem of products and tools that support curriculum alignment, blended learning pedagogies, and broader use of Open Educational Resources to improve learning.","
-- CONTEXT --
","Au vu de la fracture numérique, Learning Equality a commencé par mettre l'expérience de la Khan Academy hors ligne à disposition de plus de 6 millions d'apprenants du monde entier. Kolibri, son produit de deuxième génération, fait partie d'un plus large écosystème de produits et d'outils qui soutiennent l'alignement des programmes d'études, les pédagogies d'apprentissage mixte et une utilisation plus large de ressources éducatives libres afin d'améliorer l'apprentissage."
"CatalogFAQ.makerQuestion","Who are the makers of Kolibri?","
-- CONTEXT --
","Qui a créé Kolibri ?"
"CatalogFAQ.newContentAnswer","Our content team routinely adds new sources and channels to the library and updates existing channels as content creators make new materials available.","
-- CONTEXT --
","Notre équipe chargée des contenus ajoute régulièrement de nouvelles sources et chaînes à la bibliothèque, et met à jour les chaînes existantes au fur et à mesure que les créateurs de contenus mettent à disposition de nouveaux supports."
"CatalogFAQ.newContentQuestion","Does Learning Equality add new materials?","
-- CONTEXT --
","Les supports sont-ils renouvelés par Learning Equality ?"
"CatalogFAQ.ownershipAnswer","No. Just like an online learning repository with links to external websites, we gather useful digital learning resources to help our community discover a rich variety of learning materials they may not have known about otherwise. All the materials in this educational library are fully credited to the creating organization, reformatted for best display on digital devices, and include any additional information the creator has shared with us. We only include content which is either openly licensed, available to distribute for special nonprofit or noncommercial purposes, or shared with us for distribution through agreement with the creator. Since materials in the library are intended for use in an open source platform, we do not profit financially from their use.","
-- CONTEXT --
","Non. Tout comme un référentiel pédagogique en ligne avec des liens vers des sites web externes, nous rassemblons des ressources d'apprentissage numériques utiles pour faire découvrir à notre communauté une riche variété de supports éducatifs qu'elle n'aurait peut-être pas connus autrement. Tous les supports de cette bibliothèque pédagogique sont entièrement crédités à l'organisation qui les a créés, reformatés pour un affichage optimal sur les appareils numériques, et comprennent toute information supplémentaire que le créateur nous a communiquée. Seuls sont inclus des contenus sous licence ouverte, disponibles pour diffusion à des fins spéciales à but non lucratif ou non commercial, ou partagés pour distribution avec nous en vertu d'un accord avec le créateur. Les supports de la bibliothèque étant destinés à être utilisés sur une plateforme open source, nous ne tirons aucun profit financier de leur utilisation."
"CatalogFAQ.ownershipQuestion","Does Learning Equality own these resources?","
-- CONTEXT --
","Ces ressources appartiennent-elles à Learning Equality ?"
"CatalogFAQ.partialChannelAnswer","When importing content into Kolibri, you can select the specific subsections of a channel you're interested in. If you’d like to make changes such as editing the title or folder descriptions, or changing the order in which materials appear, please contact us at content@learningequality.org for early access to our Kolibri Studio tool, which can be used to make these changes.","
-- CONTEXT --
","Lorsque vous importez du contenu dans Kolibri, vous pouvez sélectionner les sous-sections spécifiques d'une chaîne qui vous intéressent. Si vous souhaitez y apporter des modifications, comme par exemple modifier le titre ou la description des dossiers, ou changer l'ordre dans lequel les supports apparaissent, veuillez nous contacter à l'adresse content@learningequality.org afin d'accéder rapidement à notre outil Kolibri Studio, à partir duquel vous pourrez effectuer ces modifications."
"CatalogFAQ.partialChannelQuestion","I want to use some of the resources in this channel, but not all of it. What should I do?","
-- CONTEXT --
","Je veux utiliser une partie des ressources de cette chaîne et non la totalité. Que dois-je faire ?"
"CatalogFAQ.sampleContentAnswer","You can do this in three ways:","
-- CONTEXT --
","Il y a trois façons de faire :"
"CatalogFAQ.sampleContentAnswerItem1","To see the original content source, click the ⋮  button and select 'Go to source website'","
-- CONTEXT --
","Pour voir la source du contenu original, cliquez sur le bouton ⋮ et sélectionnez 'Aller sur le site web source'."
"CatalogFAQ.sampleContentAnswerItem2","To preview the content on one of our online demo servers (available in English, Spanish, Arabic, French, and Hindi), click the ⋮ button and select 'View channel on Kolibri'","
-- CONTEXT --
","Pour visualiser le contenu sur l'un de nos serveurs de démonstration en ligne (disponibles en anglais, espagnol, arabe, français ou hindi), cliquez sur le bouton ⋮ et sélectionnez 'Afficher la chaîne sur Kolibri'."
"CatalogFAQ.sampleContentAnswerItem3","Download Kolibri and import the channel on your device for full access offline.","
-- CONTEXT --
","Téléchargez Kolibri et importez la chaîne sur votre appareil pour un accès complet hors ligne."
"CatalogFAQ.sampleContentQuestion","How do I review the contents of the channels themselves?","
-- CONTEXT --
","Comment puis-je passer en revue le contenu même des chaînes ?"
"CatalogFAQ.selectionAnswerP1","Our approach is unique in that we aim to assemble a library of resources which supports the diversity of needs Kolibri is designed to meet, rather than collecting all possible open educational resources.","
-- CONTEXT --
","Plutôt que de recueillir toutes les ressources éducatives libres possibles, notre approche est unique en ce que nous visons à rassembler une bibliothèque de ressources qui répond à la diversité des besoins auxquels Kolibri est censé répondre."
"CatalogFAQ.selectionAnswerP2","To inform what we select, the Learning Equality team is continually maintaining our awareness of openly licensed digital resources available in the educational landscape. Most of our resources come from an organization, institution, or creator with learning design experience and an educational mandate. We prioritize providing a diversity of grade levels, subject areas and languages. Where possible, we also evaluate and seek input on the degree to which the materials may be suitable for the unique blended learning settings in which we work.","
-- CONTEXT --
","Pour que cette sélection soit raisonnée, l'équipe de Learning Equality nous tient constamment à jour des ressources numériques sous licence ouverte du secteur pédagogique. La plupart de nos ressources proviennent d'une organisation, d'une institution ou d'un créateur expérimenté dans la conception d'apprentissages, et investi d'une mission éducative. Nous nous efforçons en priorité de fournir une diversité de niveaux scolaires, de matières et de langues. Dans la mesure du possible, nous évaluons à quel point les ressources sont adaptées aux environnements d'apprentissage mixte uniques dans lesquels nous travaillons, y compris en sollicitant des avis extérieurs."
"CatalogFAQ.selectionQuestion","How does Learning Equality determine what goes into this library?","
-- CONTEXT --
","Comment le contenu de cette bibliothèque est-il sélectionné par Learning Equality ?"
