"Identifier","Source String","Context","Translation"
"Account.handleChannelsBeforeAccount","You cannot delete accounts that have channels. You must delete these channels manually before you can delete your account.","
-- CONTEXT --
","لا يمكنك حذف الحسابات التي لديها قنوات. يجب عليك حذف هذه القنوات يدوياً قبل أن تتمكن من حذف حسابك."
"Account.passwordLabel","Password","
-- CONTEXT --
","كلمة المرور"
"Account.unableToDeleteAdminAccount","Unable to delete an admin account","
-- CONTEXT --
","لا يمكن حذف حساب المسؤول"
"Account.usernameLabel","Username","
-- CONTEXT --
","اسم المستخدم"
"AccountCreated.accountCreatedTitle","Account successfully created","
-- CONTEXT --
","تم إنشاء الحساب بنجاح"
"AccountCreated.backToLogin","Continue to sign-in page","
-- CONTEXT --
","المتابعة إلى صفحة تسجيل الدخول"
"AccountDeleted.accountDeletedTitle","Account successfully deleted","
-- CONTEXT --
","تم حذف الحساب بنجاح"
"AccountDeleted.backToLogin","Continue to sign-in page","
-- CONTEXT --
","المتابعة إلى صفحة تسجيل الدخول"
"AccountNotActivated.requestNewLink","Request a new activation link","
-- CONTEXT --
","قم بطلب رابط تفعيل جديد"
"AccountNotActivated.text","Please check your email for an activation link or request a new link.","
-- CONTEXT --
","يرجى التحقق من رابط التفعيل على بريدك الإلكتروني أو طلب رابط جديد."
"AccountNotActivated.title","Account has not been activated","
-- CONTEXT --
","لم يتم تفعيل الحساب"
"ActivationExpired.activationExpiredText","This activation link has been used already or has expired.","
-- CONTEXT --
","رابط التفعيل هذا منتهي الصلاحية أو قد تم استخدامه من قبل"
"ActivationExpired.activationExpiredTitle","Activation failed","
-- CONTEXT --
","فشلت عملية التفعيل"
"ActivationExpired.requestNewLink","Request a new activation link","
-- CONTEXT --
","قم بطلب رابط تفعيل جديد"
"ActivationLinkReSent.activationReSentText","If there is already an account with the email address provided, you should receive instructions shortly. If you don't see an email from us, please check your spam folder.","
-- CONTEXT --
","في حال كان هناك حساب مرتبط بعنوان البريد الإلكتروني المرسل من قبل، فستصلك التعليمات قريباً. في حال لم تتلق بريداً إلكترونياً من طرفنا، فيرجى التحقق من صندوق البريد غير الهام."
"ActivationLinkReSent.activationReSentTitle","Instructions sent. Thank you!","
-- CONTEXT --
","تم إرسال التعليمات. شكراً لك!"
"ActivationSent.header","Activation link sent","
-- CONTEXT --
","تم إرسال رابط التفعيل"
"ActivationSent.text","Thank you for creating an account! To complete the process, please check your email for the activation link we sent you.","
-- CONTEXT --
","شكرا لانشاء الحساب! من أجل إكمال العملية، يرجى التحقق من بريدك الإلكتروني للحصول على رابط التفعيل الذي قمنا بإرساله لك."
"ActivityDuration.minutesRequired","Minutes","
-- CONTEXT --
","دقيقة"
"ActivityDuration.notOptionalLabel","Time required for the resource to be marked as completed. This value will not be displayed to learners.","
-- CONTEXT --
","الوقت المطلوب لتحديد المصدر على أنه مكتمل. لن تُعرض هذه القيمة للمتعلمين."
"ActivityDuration.optionalLabel","(Optional) Time required for the resource to be marked as completed. This value will not be displayed to learners.","
-- CONTEXT --
","(اختياري) الوقت المطلوب لتحديد المصدر على أنه مكتمل. لن تُعرض هذه القيمة للمتعلمين."
"AddNextStepsPage.addedNextStepSnackbar","Added next step","
-- CONTEXT --
","تمت إضافة الخطوة التالية"
"AddNextStepsPage.toolbarTitle","Add next step","
-- CONTEXT --
","أضف خطوة تالية"
"AddPreviousStepsPage.addedPreviousStepSnackbar","Added previous step","
-- CONTEXT --
","أضف خطوة سابقة"
"AddPreviousStepsPage.toolbarTitle","Add previous step","
-- CONTEXT --
","إضافة خطوة سابقة"
"AddRelatedResourcesModal.addStepBtnLabel","Add","
-- CONTEXT --
","إضافة"
"AddRelatedResourcesModal.cancelBtnLabel","Cancel","
-- CONTEXT --
","إلغاء"
"AddRelatedResourcesModal.previewStepBtnLabel","Preview","
-- CONTEXT --
","معاينة"
"AddRelatedResourcesModal.resourcesDisplayedText","Only showing available resources for","
-- CONTEXT --
","عرض المصادر التعليمية المتاحة فقط لـ"
"AddRelatedResourcesModal.selectedAsCurrentResource","This is the current resource","
-- CONTEXT --
","هذا هو المصدر الحالي"
"AddRelatedResourcesModal.selectedAsNextStep","Already selected as a next step","
-- CONTEXT --
","تم التحديد مسبقاً كخطوة تالية"
"AddRelatedResourcesModal.selectedAsPreviousStep","Already selected as a previous step","
-- CONTEXT --
","تم تحديدها مسبقاً كخطوة سابقة"
"AdministrationAppError.unauthorizedDetails","You need to be an administrator of Studio to view this page","
-- CONTEXT --
","يجب أن تكون مسؤولاً في الاستوديو لتتمكن من عرض هذه الصفحة"
"AdministrationIndex.channelsLabel","Channels","
-- CONTEXT --
","القنوات التعليمية"
"AdministrationIndex.usersLabel","Users","
-- CONTEXT --
","المستخدمون"
"Alert.closeButtonLabel","OK","
-- CONTEXT --
","موافقة"
"Alert.dontShowAgain","Don't show this message again","
-- CONTEXT --
","لا تعرض هذه الرسالة مرة أخرى"
"AnswersEditor.answersLabel","Answers","
-- CONTEXT --
","الأجوبة"
"AnswersEditor.newAnswerBtnLabel","New answer","
-- CONTEXT --
","إجابة جديدة"
"AnswersEditor.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","لا توجد خيارات لإجابة هذا السؤال"
"AnswersEditor.numberFieldErrorLabel","Answer must be a number","
-- CONTEXT --
","يجب أن تكون الإجابة رقماً"
"AppBar.administration","Administration","
-- CONTEXT --
","ادارة"
"AppBar.changeLanguage","Change language","
-- CONTEXT --
","تغيير اللغة"
"AppBar.help","Help and support","
-- CONTEXT --
","المساعدة والدعم"
"AppBar.logIn","Sign in","
-- CONTEXT --
","تسجل الدخول"
"AppBar.logOut","Sign out","
-- CONTEXT --
","تسجيل الخروج"
"AppBar.settings","Settings","
-- CONTEXT --
","الإعدادات"
"AppBar.title","Kolibri Studio","
-- CONTEXT --
","استوديو كوليبري"
"AssessmentEditor.closeBtnLabel","Close","
-- CONTEXT --
","إغلاق"
"AssessmentEditor.incompleteItemIndicatorLabel","Incomplete","
-- CONTEXT --
","غير مكتمل"
"AssessmentEditor.newQuestionBtnLabel","New question","
-- CONTEXT --
","سؤال جديد"
"AssessmentEditor.noQuestionsPlaceholder","Exercise has no questions","
-- CONTEXT --
","لا توجد أسئلة لهذا التمرين"
"AssessmentEditor.showAnswers","Show answers","
-- CONTEXT --
","عرض الإجابات"
"AssessmentEditor.toolbarItemLabel","question","
-- CONTEXT --
","سؤال"
"AssessmentItemEditor.dialogMessageChangeToInput","Switching to 'numeric input' will set all answers as correct and remove all non-numeric answers. Continue?","
-- CONTEXT --
","التبديل إلى ""إدخال رقمي"" سيؤدي إلى تعيين كل الإجابات على أنها صحيحة وإزالة كل الإجابات غير الرقمية. هل ترغب بالمتابعة؟"
"AssessmentItemEditor.dialogMessageChangeToSingleSelection","Switching to 'single choice' will set only one answer as correct. Continue?","
-- CONTEXT --
","التبديل إلى ""خيار واحد"" سيعيّن إجابة واحدة فقط على أنها صحيحة. هل ترغب بالمتابعة؟"
"AssessmentItemEditor.dialogMessageChangeToTrueFalse","Switching to 'true or false' will remove all current answers. Continue?","
-- CONTEXT --
","التبديل إلى 'صحيح أو خاطئ' سيؤدي إلى إزالة كل الإجابات الحالية. هل ترغب بالمتابعة؟"
"AssessmentItemEditor.dialogSubmitBtnLabel","Change","
-- CONTEXT --
","تغيير"
"AssessmentItemEditor.dialogTitle","Changing question type","
-- CONTEXT --
","تغيير نوع السؤال"
"AssessmentItemEditor.questionLabel","Question","
-- CONTEXT --
","السؤال"
"AssessmentItemEditor.questionTypeLabel","Response type","
-- CONTEXT --
","نوع الإجابة"
"AssessmentItemPreview.answersLabel","Answers","
-- CONTEXT --
","الأجوبة"
"AssessmentItemPreview.hintsToggleLabelHide","Hide hints","
-- CONTEXT --
","إخفاء التلميحات"
"AssessmentItemPreview.hintsToggleLabelShow","Show {hintsCount} {hintsCount, plural, one {hint} other {hints}}","
-- CONTEXT --
","إظهار {hintsCount} {hintsCount, plural, zero {تلميحات} one {تلميح} two {تلميحَين} few {تلميحات} many {تلميحاً} other {تلميحات}}"
"AssessmentItemPreview.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","لا توجد خيارات لإجابة هذا السؤال"
"AssessmentItemToolbar.toolbarLabelAddAbove","Add {itemLabel} above","
-- CONTEXT --
","أضف {itemLabel} في الأعلى"
"AssessmentItemToolbar.toolbarLabelAddBelow","Add {itemLabel} below","
-- CONTEXT --
","أضف {itemLabel} في الأسفل"
"AssessmentItemToolbar.toolbarLabelDelete","Delete","
-- CONTEXT --
","حذف"
"AssessmentItemToolbar.toolbarLabelEdit","Edit","
-- CONTEXT --
","تعديل"
"AssessmentItemToolbar.toolbarLabelMoveDown","Move down","
-- CONTEXT --
","نقل للأسفل"
"AssessmentItemToolbar.toolbarLabelMoveUp","Move up","
-- CONTEXT --
","نقل للأعلى"
"AssessmentTab.dialogCancelBtnLabel","Cancel","
-- CONTEXT --
","إلغاء"
"AssessmentTab.dialogSubmitBtnLabel","Submit","
-- CONTEXT --
","تقديم"
"AssessmentTab.incompleteItemsCountMessage","{invalidItemsCount} incomplete {invalidItemsCount, plural, one {question} other {questions}}","
-- CONTEXT --
","{invalidItemsCount} {invalidItemsCount, plural, zero {أسئلة} one {سؤال} two {سؤالان} few {أسئلة} many {سؤالاً} other {أسئلة}} غير مكتملة"
"BrowsingCard.addToClipboardAction","Copy to clipboard","
-- CONTEXT --
","نسخ إلى الحافظة"
"BrowsingCard.coach","Resource for coaches","
-- CONTEXT --
","مصدر خاص بالمدربين"
"BrowsingCard.goToSingleLocationAction","Go to location","
-- CONTEXT --
","التوجّه إلى الموقع"
"BrowsingCard.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, zero {مواقع} one {مصدر للمدربين} two {مصدرَين للمدربين} few {مصادر للمدربين} many {مصدراً للمدربين} other {مصادر للمدربين}}"
"BrowsingCard.previewAction","View details","
-- CONTEXT --
","عرض التفاصيل"
"BrowsingCard.resourcesCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, zero {مصادر} one {مصدر} two {مصدرين} few {مصادر} many {مصدراً} other {مصادر}}"
"BrowsingCard.tagsList","Tags: {tags}","
-- CONTEXT --
","الوسوم: {tags}"
"BytesForHumansStrings.fileSizeInBytes","{n, number, integer} B","
-- CONTEXT --
","{n, number, integer} بايت"
"BytesForHumansStrings.fileSizeInGigabytes","{n, number, integer} GB","
-- CONTEXT --
","{n, number, integer} غيغا بايت"
"BytesForHumansStrings.fileSizeInKilobytes","{n, number, integer} KB","
-- CONTEXT --
","{n, number, integer} كيلو بايت"
"BytesForHumansStrings.fileSizeInMegabytes","{n, number, integer} MB","
-- CONTEXT --
","{n, number, integer} ميغا بايت"
"BytesForHumansStrings.fileSizeInTerabytes","{n, number, integer} TB","
-- CONTEXT --
","{n, number, integer} تيرا بايت TB"
"CatalogFAQ.KolibriAnswer","Kolibri is an open source ed-tech platform designed for low-resource communities, focused on:","
-- CONTEXT --
","كوليبري هي منصة مفتوحة المصدر للتكنولوجيا مصممة للمجتمعات ذات الموارد المحدودة، وهي تركز على:"
"CatalogFAQ.KolibriAnswerItem1","Overcoming infrastructural barriers that prevent equitable access to quality education for learners in low-resource and low-connectivity contexts","
-- CONTEXT --
","التغلب على حواجز الهياكل الأساسية التي تحول دون وصول المتعلمين بشكل متساو ٍ إلى التعليم الجيد في سياقات قلة المصادر وقلة التواصل"
"CatalogFAQ.KolibriAnswerItem2","Increasing the availability of open learning materials suitable for many curricula, learning goals, and situations","
-- CONTEXT --
","زيادة توفير مواد التعلم المفتوح المناسبة للعديد من المناهج الدراسية وأهداف التعلم والحالات"
"CatalogFAQ.KolibriAnswerItem3","Fostering innovative pedagogy and effective learning outcomes","
-- CONTEXT --
","تعزيز أساليب التعليم المبتكرة ونتائج التعلم الفعالة"
"CatalogFAQ.KolibriQuestion","What is Kolibri?","
-- CONTEXT --
","ما هي كوليبري؟"
"CatalogFAQ.aboutHeader","Welcome to the Kolibri Content Library Catalog! ","
-- CONTEXT --
","مرحبا بكم في دليل مكتبة محتوى كوليبري! "
"CatalogFAQ.aboutKolibriHeader","About Kolibri","
-- CONTEXT --
","عن كوليبري"
"CatalogFAQ.aboutLibraryHeader","About the Kolibri Content Library","
-- CONTEXT --
","حول مكتبة محتوى كوليبري"
"CatalogFAQ.channelAnswer","A channel is Kolibri’s unit of organization for digital content. It's a collection of resources organized by single institutions or creators, each of which may contain a set of books, games, textbooks, articles, simulations, exercises, and many more types of educational materials, all made available for use in Kolibri without the need for internet access. A channel isn't necessarily a course or a sequence, it's simply a collection of materials published or gathered together by one organization, as close to the provider's original layout as possible, while still organized for the best possible navigation in Kolibri.","
-- CONTEXT --
","القناة هي وحدة تنظيم كوليبري للمحتوى الرقمي. إنها مجموعة من الموارد التي تنظمها مؤسسات فردية أو منشؤون، كل منها قد يحتوي على مجموعة من الكتب والألعاب والدفاتر المدرسية والمقالات وبرامج المحاكاة والتمارين والعديد غيرها من أنواع المواد التعليمية. وكلها متاحة للاستخدام في كوليبري من دون الحاجة للوصول إلى الإنترنت. ليست القناة بالضرورة عبارة عن دورة تدريبية أو سلسلة تعليمية، بل إنها ببساطة مجموعة من المواد المنشورة أو المجموعة من قبل منظمة واحدة، بشكل أقرب ما يكون إلى التصميم الأصلي لموفر المحتوى، وتبقى في الوقت عينه منظمة للتمتّع بأفضل تصفح ممكن في كوليبري."
"CatalogFAQ.channelLink","What is a channel?","
-- CONTEXT --
","ما هي القناة؟"
"CatalogFAQ.channelQuestion","What is a channel?","
-- CONTEXT --
","ما هي القناة؟"
"CatalogFAQ.coachContentAnswer","Most resources are directed at learners, but some, such as lesson plans, subject refreshers, professional learning guides, and similar, are directed at teachers and facilitators. In Kolibri, we mark this content as ""for coaches"" and limit its visibility to those with coach accounts. If you see coach materials here, they may require less planning for any facilitators using the resource!","
-- CONTEXT --
","يتم توجيه معظم المصادر التعليمية إلى المتعلمين، ولكن بعضها، مثل خطط الدروس، وتحديث المواد، وأدلة التعلم المهني، وما شابه ذلك، يتم توجيهها إلى المعلمين والميسرين. في كوليبري، نصنف هذا المحتوى على أنه ""للمدربين"" ونجعل ظهوره مقتصراً على أولئك الذين لديهم حسابات مدرب. إذا رأيت مواد المدرب هنا، فقد تتطلب هذه المواد تتطلب تخطيطًا أقل لأي ميسرين يستخدمون المصدر!"
"CatalogFAQ.coachContentQuestion","What are 'resources for coaches'?","
-- CONTEXT --
","ما هي 'مصادر المدربين'؟"
"CatalogFAQ.customContentAnswer","To add your own materials, create an account on Kolibri Studio by going to https://studio.learningequality.org. Recommendations for public materials to be added to the Kolibri Content Library can be made by contacting content@learningequality.org.","
-- CONTEXT --
","لإضافة موادك الخاصة، أنشئ حسابًا على ""استوديو كوليبري"" من خلال الذهاب إلى https://studio.learningequality.org. يمكن تقديم توصيات بشأن إضافة مواد عامة إلى مكتبة ""محتوى كوليبري"" عن طريق مراسلة content@learningequality.org."
"CatalogFAQ.customContentQuestion","How can I add my own materials or recommend materials from other creators for this library?","
-- CONTEXT --
","كيف يمكنني إضافة المواد الخاصة بي أو التوصية بمواد من المنشئين الآخرين لهذه المكتبة؟"
"CatalogFAQ.descriptionP1","Here you can learn more about the educational resources publicly available for use in Kolibri, which are organized into ""channels"". Use the filters to browse channels by keyword, language, or formats of the materials inside.","
-- CONTEXT --
","هنا يمكنك معرفة المزيد حول المصادر التعليمية المتاحة للعموم للاستخدام في كوليبري، والتي يتم تنظيمها في تبويب ""قنوات"". استخدم الفلاتر لتصفح القنوات بناءً على الكلمات المفتاح أو اللغة أو صيغ المواد الموجودة في الداخل."
"CatalogFAQ.descriptionP2","Click on a channel to get a preview of what subjects and topics it covers, learn more about its creator, see how many resources the channel contains, and learn how to import it into Kolibri. You can also find coach-specific content (lesson plans, teacher professional guides, and other supplementary facilitation material), assessments and exercises, and captions for accessibility.","
-- CONTEXT --
","انقر على القناة من أجل معاينة المواضيع التي تتم تغطيتها ومعرفة المزيد عن منشئها ومعرفة عدد المصادر التي تحتوي عليها، وتعلم كيفية استيرادها إلى كوليبري. يمكنك العثور أيضاً على محتوى خاص بالمدرِّب (خطط الدروس وأدلة المعلم المهنية ومواد التسهيل الأخرى) والتقييمات والتمارين وعناوين الصور من أجل الوصول إليها."
"CatalogFAQ.descriptionP3","Sharing the work of these resource creators is what inspires Learning Equality's efforts. We hope you find something that excites you about the potential of digital learning, online or off!","
-- CONTEXT --
","إن مشاركة عمل منشئي هذه الموارد هي ما يلهم جهود منظمة Learning Equality. نأمل أن تجد شيئاً يثير اهتمامك حول إمكانية التعلم الرقمي عبر الإنترنت أو من دون الاتصال بالانترنت!"
"CatalogFAQ.downloadKolibriLink","Download Kolibri","
-- CONTEXT --
","تحميل كوليبري"
"CatalogFAQ.downloadLink","Download","
-- CONTEXT --
","تحميل"
"CatalogFAQ.endoresementQuestion","Have these sources been vetted or endorsed as classroom-safe and ready?","
-- CONTEXT --
","هل تم تدقيق هذه المصادر أو الموافقة عليها لتكون آمنة وجاهزة للاستخدام في الفصل الدراسي؟"
"CatalogFAQ.endorsementAnswer","We select sources with an educational affiliation or mandate, so you can trust that most resources in the Kolibri Content Library were designed for learning purposes. However,  we are not able to guarantee the appropriateness of each individual item within any particular source. We recommend that educators and administrators conduct a thorough review of any digital content using their own criteria - including reorganization and re-curation, if necessary - before using it with learners. Since we recognize that there may be many different standards across situations for criteria like preferred levels of interactivity, subject/age appropriateness, cultural sensitivity and tone, among others, we have intentionally offered a wide range of materials to help meet the needs of all learners whatever they may be.","
-- CONTEXT --
","نحن نختار المصادر ذات المرجعية أو التفويض التعليمي، لذا يمكنك الوثوق في أن معظم المصادر في مكتبة محتوى كوليبري مصممة لأغراض التعلم. ومع ذلك، لا يمكننا ضمان ملاءمة كل عنصر بشكل مستقل في أي مصدر تعليمي معيّن. ولهذا نوصي بأن يقوم المعلمون والمسؤولون بإجراء مراجعة دقيقة لأي محتوى رقمي باستخدام معاييرهم الخاصة- بما في ذلك إعادة التنظيم وإعادة التنسيق، إذا لزم الأمر- قبل استخدامه مع المتعلّمين. ونظراً إلى أننا ندرك أنه قد يكون هناك العديد من المعايير المختلفة بحسب المواقف لمعايير مثل المستويات المفضلة من التفاعل، وملاءمة الموضوع/ العمر، والحساسية الثقافية والنبرة، من بين أمور أخرى، قدمنا عن قصد مجموعة واسعة من المواد للمساعدة في تلبية احتياجات جميع المتعلمين مهما كانوا."
"CatalogFAQ.faqHeader","Frequently asked questions","
-- CONTEXT --
","الأسئلة الأكثر تكراراً"
"CatalogFAQ.issueAnswer","Please email us at content@learningequality.org and include the channel name, along with a description of the issue. If you notice an issue on a specific resource, please be sure to link that as well. We'd be happy to investigate and grateful for your feedback!","
-- CONTEXT --
","يرجى التواصل معنا عبر البريد الإلكتروني content@learningequality.org وتضمين اسم القناة إلى جانب وصف المشكلة. إذا لاحظت مشكلة في مصدر تعليمي معين، فيرجى التأكد من ربط ذلك أيضًا. يسعدنا التحقق من الأمر ونشعر بالامتنان لتعليقاتك!"
"CatalogFAQ.issueQuestion","I found a bug, broken link, or some mislabeled information within a resource. What should I do?","
-- CONTEXT --
","عثرت على خلل أو على رابط لا يعمل أو على بعض المعلومات المغلوطة داخل أحد المصادر. ماذا علي أن أفعل؟"
"CatalogFAQ.maintenanceAnswerP1","Because Kolibri is designed for learners and educators who are disconnected from the internet, content must first be packaged so that it can be used without internet connection. For most sources, our content team uses custom-written, automated scripts to bring content into Kolibri from a website, an app, or a private source such as a hard drive (with the appropriate permissions).","
-- CONTEXT --
","نظراً لأن كوليبري منصة مصممة للمتعلّمين والمعلِّمين غير المتصلين بالإنترنت، يجب أولاً تعبئة المحتوى بحيث يمكن استخدامه من دون الاتصال بالإنترنت. بالنسبة إلى معظم المصادر، يستخدم فريق المحتوى لدينا نصوصاً آلية ومكتوبة خصوصاً لجلب المحتوى إلى كوليبري من موقع إلكتروني أو من تطبيق أو مصدر خاص مثل القرص الصلب (مع التراخيص المناسبة)."
"CatalogFAQ.maintenanceAnswerP2","To learn more about how content is packaged for use on Kolibri and what types of formats are supported, please refer to our content integration guide.","
-- CONTEXT --
","لمعرفة المزيد حول كيفية تعبئة المحتوى للاستخدام على كوليبري وما هي أنواع الصيغ المدعومة، يرجى الرجوع إلى دليل تكامل المحتوى."
"CatalogFAQ.maintenanceQuestion","How is this library created and maintained?","
-- CONTEXT --
","كيف تم إنشاء هذه المكتبة وكيف تتم صيانتها؟"
"CatalogFAQ.makerAnswerP1","Learning Equality, a 501(c)(3) nonprofit based in San Diego, California, is committed to enabling every person in the world to realize their right to a quality education, by supporting the creation, adaptation, and distribution of open educational resources, and creating supportive tools for innovative pedagogy.","
-- CONTEXT --
","المساواة في التعلم هي مؤسسة 501(c)(3) غير ربحية مقرها في سان دييغو، كاليفورنيا، تلتزم بتمكين كل شخص في العالم من الحصول على حقه في الحصول على تعليم جيد، من خلال دعم إنشاء المصادر التعليمية المفتوحة وتكييفها وتوزيعها، وإنشاء أدوات داعمة لطرق التدريس المبتكرة."
"CatalogFAQ.makerAnswerP2","In recognition of the digital divide, Learning Equality started by bringing the Khan Academy experience offline to more than 6 million learners around the globe. Its second-generation product, Kolibri, is part of a broader ecosystem of products and tools that support curriculum alignment, blended learning pedagogies, and broader use of Open Educational Resources to improve learning.","
-- CONTEXT --
","اعترافًا بالفجوة الرقمية، بدأت المساواة في التعلم من خلال توفير تجربة أكاديمية خان دون اتصال بالإنترنت لأكثر من 6 ملايين متعلم حول العالم. كوليبري هو منتجها من الجيل الثاني، وهو جزء من نظام بيئي أوسع للمنتجات والأدوات التي تدعم ملائمة المناهج وطرق التدريس التعليمية المختلطة، والاستخدام الأوسع للمصادر التعليمية المفتوحة لتحسين التعلم."
"CatalogFAQ.makerQuestion","Who are the makers of Kolibri?","
-- CONTEXT --
","من هم صانعو كوليبري؟"
"CatalogFAQ.newContentAnswer","Our content team routinely adds new sources and channels to the library and updates existing channels as content creators make new materials available.","
-- CONTEXT --
","يضيف فريق المحتوى الخاص بنا بشكل روتيني مصادر وقنوات جديدة إلى المكتبة ويقوم بتحديث القنوات الموجودة مع قيام منشئي المحتوى بإتاحة مواد جديدة."
"CatalogFAQ.newContentQuestion","Does Learning Equality add new materials?","
-- CONTEXT --
","هل تضيف المساواة في التعلم مواد جديدة؟"
"CatalogFAQ.ownershipAnswer","No. Just like an online learning repository with links to external websites, we gather useful digital learning resources to help our community discover a rich variety of learning materials they may not have known about otherwise. All the materials in this educational library are fully credited to the creating organization, reformatted for best display on digital devices, and include any additional information the creator has shared with us. We only include content which is either openly licensed, available to distribute for special nonprofit or noncommercial purposes, or shared with us for distribution through agreement with the creator. Since materials in the library are intended for use in an open source platform, we do not profit financially from their use.","
-- CONTEXT --
","كلا. كما في مستودع التعلم عبر الإنترنت والذي يحتوي على روابط توصل إلى مواقع إلكترونية خارجية، فإننا نجمع مصادر تعليمية رقمية مفيدة لمساعدة مجتمعنا على اكتشاف مجموعة متنوعة غنية من المواد التعليمية التي ربما ما كانوا ليعلموا بها. تُنسب جميع المواد الموجودة في هذه المكتبة التعليمية بالكامل إلى المؤسسة التي أنشأتها، وتتم إعادة تنسيقها للحصول على أفضل عرض على الأجهزة الرقمية، وتضمين أية معلومات إضافية شاركها المنشئ معنا. نقوم فقط بتضمين المحتوى المرخص بشكل علني والمتاح للتوزيع لأغراض خاصة غير ربحية أو غير تجارية أو مشاركته معنا للتوزيع من خلال اتفاق مع المنشئ. ونظراً لأن المواد الموجودة في المكتبة مخصصة للاستخدام ضمن نظام أساسي مفتوح المصدر، فإننا لا نحقق أي  ربح مالي من استخدامها."
"CatalogFAQ.ownershipQuestion","Does Learning Equality own these resources?","
-- CONTEXT --
","هل تمتلك المساواة في التعلم هذه المصادر؟"
"CatalogFAQ.partialChannelAnswer","When importing content into Kolibri, you can select the specific subsections of a channel you're interested in. If you’d like to make changes such as editing the title or folder descriptions, or changing the order in which materials appear, please contact us at content@learningequality.org for early access to our Kolibri Studio tool, which can be used to make these changes.","
-- CONTEXT --
","عند استيراد محتوى ما إلى كوليبري، يمكنك تحديد أقسام فرعية معينة من القناة التي تهتم بها. إذا كنت ترغب في إجراء تغييرات مثل تعديل العنوان أو أوصاف المجلد أو تغيير الترتيب الذي تظهر به المواد، فيرجى التواصل معنا عبر البريد الالكتروني content@learningequality.org للوصول المبكر إلى أداة استوديو كوليبري الخاصة بنا، والتي يمكن استخدامها لإجراء هذه التغييرات."
