"Identifier","Source String","Context","Translation"
"ActivityDuration.optionalLabel","(Optional) Time required for the resource to be marked as completed. This value will not be displayed to learners.","
-- CONTEXT --
","(Opcional) Tempo de duração necessário para que o conteúdo seja marcado como 'concluído'. Esta informação não ficará visível para os alunos."
"AddNextStepsPage.addedNextStepSnackbar","Added next step","
-- CONTEXT --
","Próximo passo adicionado"
"AddNextStepsPage.toolbarTitle","Add next step","
-- CONTEXT --
","Adicionar próximo passo"
"AddPreviousStepsPage.addedPreviousStepSnackbar","Added previous step","
-- CONTEXT --
","Passo anterior adicionado"
"AddPreviousStepsPage.toolbarTitle","Add previous step","
-- CONTEXT --
","Adicionar passo anterior"
"AddRelatedResourcesModal.addStepBtnLabel","Add","
-- CONTEXT --
","Adicionar"
"AddRelatedResourcesModal.cancelBtnLabel","Cancel","
-- CONTEXT --
","Cancelar"
"AddRelatedResourcesModal.previewStepBtnLabel","Preview","
-- CONTEXT --
","Pré-visualizar"
"AddRelatedResourcesModal.resourcesDisplayedText","Only showing available resources for","
-- CONTEXT --
","Mostrando apenas conteúdos disponíveis para"
"AddRelatedResourcesModal.selectedAsCurrentResource","This is the current resource","
-- CONTEXT --
","Este é o conteúdo atual"
"AddRelatedResourcesModal.selectedAsNextStep","Already selected as a next step","
-- CONTEXT --
","Já selecionado como um próximo passo"
"AddRelatedResourcesModal.selectedAsPreviousStep","Already selected as a previous step","
-- CONTEXT --
","Já selecionado como um passo anterior"
"AdministrationAppError.unauthorizedDetails","You need to be an administrator of Studio to view this page","
-- CONTEXT --
","Você precisa ser um administrador do Studio para visualizar esta página"
"AdministrationIndex.channelsLabel","Channels","
-- CONTEXT --
","Canais"
"AdministrationIndex.usersLabel","Users","
-- CONTEXT --
","Usuários"
"Alert.closeButtonLabel","OK","
-- CONTEXT --
","OK"
"Alert.dontShowAgain","Don't show this message again","
-- CONTEXT --
","Não mostrar esta mensagem novamente"
"AnswersEditor.answersLabel","Answers","
-- CONTEXT --
","Respostas"
"AnswersEditor.newAnswerBtnLabel","New answer","
-- CONTEXT --
","Nova resposta"
"AnswersEditor.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","A pergunta não tem opções de resposta"
"AnswersEditor.numberFieldErrorLabel","Answer must be a number","
-- CONTEXT --
","A resposta deve ser um número"
"AppBar.administration","Administration","
-- CONTEXT --
","Administração"
"AppBar.changeLanguage","Change language","
-- CONTEXT --
","Trocar de idioma"
"AppBar.help","Help and support","
-- CONTEXT --
","Ajuda e suporte"
"AppBar.logIn","Sign in","
-- CONTEXT --
","Iniciar sessão"
"AppBar.logOut","Sign out","
-- CONTEXT --
","Terminar sessão"
"AppBar.settings","Settings","
-- CONTEXT --
","Configurações"
"AppBar.title","Kolibri Studio","
-- CONTEXT --
","Kolibri Studio"
"AssessmentEditor.closeBtnLabel","Close","
-- CONTEXT --
","Fechar"
"AssessmentEditor.incompleteItemIndicatorLabel","Incomplete","
-- CONTEXT --
","Incompleto"
"AssessmentEditor.newQuestionBtnLabel","New question","
-- CONTEXT --
","Nova pergunta"
"AssessmentEditor.noQuestionsPlaceholder","Exercise has no questions","
-- CONTEXT --
","O exercício não tem perguntas"
"AssessmentEditor.showAnswers","Show answers","
-- CONTEXT --
","Mostrar respostas"
"AssessmentEditor.toolbarItemLabel","question","
-- CONTEXT --
","pergunta"
"AssessmentItemEditor.dialogMessageChangeToInput","Switching to 'numeric input' will set all answers as correct and remove all non-numeric answers. Continue?","
-- CONTEXT --
","Mudar para 'entrada numérica' definirá todas as perguntas como corretas e removerá as respostas não numéricas. Continuar?"
"AssessmentItemEditor.dialogMessageChangeToSingleSelection","Switching to 'single choice' will set only one answer as correct. Continue?","
-- CONTEXT --
","Mudar para 'única escolha' definirá apenas uma resposta como correta. Continuar?"
"AssessmentItemEditor.dialogMessageChangeToTrueFalse","Switching to 'true or false' will remove all current answers. Continue?","
-- CONTEXT --
","Mudar para 'verdadeiro ou falso' removerá todas as respostas atuais. Continuar?"
"AssessmentItemEditor.dialogSubmitBtnLabel","Change","
-- CONTEXT --
","Alterar"
"AssessmentItemEditor.dialogTitle","Changing question type","
-- CONTEXT --
","Mudando o tipo de pergunta"
"AssessmentItemEditor.questionLabel","Question","
-- CONTEXT --
","Pergunta"
"AssessmentItemEditor.questionTypeLabel","Response type","
-- CONTEXT --
","Tipo de resposta"
"AssessmentItemPreview.answersLabel","Answers","
-- CONTEXT --
","Respostas"
"AssessmentItemPreview.hintsToggleLabelHide","Hide hints","
-- CONTEXT --
","Ocultar dicas"
"AssessmentItemPreview.hintsToggleLabelShow","Show {hintsCount} {hintsCount, plural, one {hint} other {hints}}","
-- CONTEXT --
","Mostrar {hintsCount} {hintsCount, plural, one {dica} other {dicas}}"
"AssessmentItemPreview.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","A pergunta não tem opções de resposta"
"AssessmentItemToolbar.toolbarLabelAddAbove","Add {itemLabel} above","
-- CONTEXT --
","Adicionar {itemLabel} acima"
"AssessmentItemToolbar.toolbarLabelAddBelow","Add {itemLabel} below","
-- CONTEXT --
","Adicionar {itemLabel} abaixo"
"AssessmentItemToolbar.toolbarLabelDelete","Delete","
-- CONTEXT --
","Excluir"
"AssessmentItemToolbar.toolbarLabelEdit","Edit","
-- CONTEXT --
","Editar"
"AssessmentItemToolbar.toolbarLabelMoveDown","Move down","
-- CONTEXT --
","Mover para baixo"
"AssessmentItemToolbar.toolbarLabelMoveUp","Move up","
-- CONTEXT --
","Mover para cima"
"AssessmentTab.dialogCancelBtnLabel","Cancel","
-- CONTEXT --
","Cancelar"
"AssessmentTab.dialogSubmitBtnLabel","Submit","
-- CONTEXT --
","Enviar"
"AssessmentTab.incompleteItemsCountMessage","{invalidItemsCount} incomplete {invalidItemsCount, plural, one {question} other {questions}}","
-- CONTEXT --
","{invalidItemsCount} {invalidItemsCount, plural, one {pergunta incompleta} other {perguntas incompletas}}"
"BrowsingCard.addToClipboardAction","Copy to clipboard","
-- CONTEXT --
","Copiar para área de transferência"
"BrowsingCard.coach","Resource for coaches","
-- CONTEXT --
","Material para professores"
"BrowsingCard.goToSingleLocationAction","Go to location","
-- CONTEXT --
","Ir para o local"
"BrowsingCard.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {material para professores} other {materiais para professores}}"
"BrowsingCard.previewAction","View details","
-- CONTEXT --
","Ver detalhes"
"BrowsingCard.resourcesCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, one {conteúdo} other {conteúdos}}"
"BrowsingCard.tagsList","Tags: {tags}","
-- CONTEXT --
","Etiquetas: {tags}"
"BytesForHumansStrings.fileSizeInBytes","{n, number, integer} B","
-- CONTEXT --
","{n, number, integer} B"
"BytesForHumansStrings.fileSizeInGigabytes","{n, number, integer} GB","
-- CONTEXT --
","{n, number, integer} GB"
"BytesForHumansStrings.fileSizeInKilobytes","{n, number, integer} KB","
-- CONTEXT --
","{n, number, integer} KB"
"BytesForHumansStrings.fileSizeInMegabytes","{n, number, integer} MB","
-- CONTEXT --
","{n, number, integer} MB"
"BytesForHumansStrings.fileSizeInTerabytes","{n, number, integer} TB","
-- CONTEXT --
","{n, number, integer} TB"
"CatalogFAQ.KolibriAnswer","Kolibri is an open source ed-tech platform designed for low-resource communities, focused on:","
-- CONTEXT --
","Kolibri é uma plataforma digital de aprendizagem para uso sem necessidade de Internet."
"CatalogFAQ.KolibriAnswerItem1","Overcoming infrastructural barriers that prevent equitable access to quality education for learners in low-resource and low-connectivity contexts","
-- CONTEXT --
","Superar as barreiras infraestruturais que impedem que aqueles que não têm acesso à tecnologia ou à internet, tenham acesso à uma educação de qualidade"
"CatalogFAQ.KolibriAnswerItem2","Increasing the availability of open learning materials suitable for many curricula, learning goals, and situations","
-- CONTEXT --
","Aumentar a disponibilidade de materiais de aprendizagem aberta adequados a diversos currículos, objetivos de aprendizagem e situações"
"CatalogFAQ.KolibriAnswerItem3","Fostering innovative pedagogy and effective learning outcomes","
-- CONTEXT --
","Promover inovações pedagógicas e resultados de aprendizagem efetivos"
"CatalogFAQ.KolibriQuestion","What is Kolibri?","
-- CONTEXT --
","O que é o Kolibri?"
"CatalogFAQ.aboutHeader","Welcome to the Kolibri Content Library Catalog! ","
-- CONTEXT --
","Bem-vindo ao catálogo da biblioteca de conteúdo do Kolibri! "
"CatalogFAQ.aboutKolibriHeader","About Kolibri","
-- CONTEXT --
","Sobre Kolibri"
"CatalogFAQ.aboutLibraryHeader","About the Kolibri Content Library","
-- CONTEXT --
","Sobre a biblioteca de conteúdo do Kolibri"
"CatalogFAQ.channelAnswer","A channel is Kolibri’s unit of organization for digital content. It's a collection of resources organized by single institutions or creators, each of which may contain a set of books, games, textbooks, articles, simulations, exercises, and many more types of educational materials, all made available for use in Kolibri without the need for internet access. A channel isn't necessarily a course or a sequence, it's simply a collection of materials published or gathered together by one organization, as close to the provider's original layout as possible, while still organized for the best possible navigation in Kolibri.","
-- CONTEXT --
","Um canal é a unidade de organização de conteúdo digital do Kolibri. É um conjunto de conteúdos organizado por instituições ou criadores únicos, cada qual podendo conter um apanhado de livros, jogos, livros didáticos, artigos, simulações, exercícios e muitos outros tipos de materiais educacionais, todos disponibilizados para uso no Kolibri sem precisar de conexão à internet. Um canal não é necessariamente um curso ou sequência, mas simplesmente um conjunto de materiais publicados ou reunidos por uma organização, o mais fiel possível ao formato do provedor original, porém sendo organizado para a melhor navegação possível no Kolibri."
"CatalogFAQ.channelLink","What is a channel?","
-- CONTEXT --
","O que é um canal?"
"CatalogFAQ.channelQuestion","What is a channel?","
-- CONTEXT --
","O que é um canal?"
"CatalogFAQ.coachContentAnswer","Most resources are directed at learners, but some, such as lesson plans, subject refreshers, professional learning guides, and similar, are directed at teachers and facilitators. In Kolibri, we mark this content as ""for coaches"" and limit its visibility to those with coach accounts. If you see coach materials here, they may require less planning for any facilitators using the resource!","
-- CONTEXT --
","Boa parte dos conteúdos é direcionado para estudantes, mas alguns como os planos de lição, revisões de assuntos, guias de aprendizagem professional, e similares, são direcionados a professores e facilitadores. No Kolibri, marcamos esses conteúdos como ""para professores"" e limitamos sua visibilidade para quem possuir contas de professores. Se você vir materiais de professores aqui, isso indica que requerem menos planejamento por parte de facilitadores utilizando o conteúdo!"
"CatalogFAQ.coachContentQuestion","What are 'resources for coaches'?","
-- CONTEXT --
","O que são 'materiais para professores'?"
"CatalogFAQ.customContentAnswer","To add your own materials, create an account on Kolibri Studio by going to https://studio.learningequality.org. Recommendations for public materials to be added to the Kolibri Content Library can be made by contacting content@learningequality.org.","
-- CONTEXT --
","Adicione seus próprios materiais criando uma conta no Kolibri Studio pelo link https://studio.learningequality.org. Para fazer sugestão de  materiais para a Biblioteca de Conteúdos Kolibri, envie um email para content@learningequality.org."
"CatalogFAQ.customContentQuestion","How can I add my own materials or recommend materials from other creators for this library?","
-- CONTEXT --
","Como posso adicionar os meus próprios materiais ou recomendar materiais de outros criadores para esta biblioteca?"
"CatalogFAQ.descriptionP1","Here you can learn more about the educational resources publicly available for use in Kolibri, which are organized into ""channels"". Use the filters to browse channels by keyword, language, or formats of the materials inside.","
-- CONTEXT --
","Aqui você pode aprender mais sobre os conteúdos educacionais disponíveis publicamente para uso no Kolibri, que são organizados em ""canais"". Use os filtros para navegar pelos canais por meio de palavras-chave, idioma, ou formatos de materiais contidos neles."
"CatalogFAQ.descriptionP2","Click on a channel to get a preview of what subjects and topics it covers, learn more about its creator, see how many resources the channel contains, and learn how to import it into Kolibri. You can also find coach-specific content (lesson plans, teacher professional guides, and other supplementary facilitation material), assessments and exercises, and captions for accessibility.","
-- CONTEXT --
","Clique em um canal para pré-visualizar quais assuntos e temas ele cobre, saiba mais sobre o seu criador, quantos conteúdos o canal contém e aprenda como importá-lo para o Kolibri. Você pode também encontrar conteúdo específico para professores (planos de lições, guias profissionais para professores, e outros materiais suplementares de facilitação), avaliações, exercícios, e legendas para acessibilidade."
"CatalogFAQ.descriptionP3","Sharing the work of these resource creators is what inspires Learning Equality's efforts. We hope you find something that excites you about the potential of digital learning, online or off!","
-- CONTEXT --
","Compartilhar o trabalho desses criadores de conteúdo é o que inspira os esforços da Learning Equality. Esperamos que você encontre algo que te entusiasme sobre o potencial da aprendizagem digital, online ou offline!"
"CatalogFAQ.downloadKolibriLink","Download Kolibri","
-- CONTEXT --
","Baixar o Kolibri"
"CatalogFAQ.downloadLink","Download","
-- CONTEXT --
","Baixar"
"CatalogFAQ.endoresementQuestion","Have these sources been vetted or endorsed as classroom-safe and ready?","
-- CONTEXT --
","Estas fontes foram examinadas ou aprovadas como seguras e prontas para serem usadas na sala de aula?"
"CatalogFAQ.endorsementAnswer","We select sources with an educational affiliation or mandate, so you can trust that most resources in the Kolibri Content Library were designed for learning purposes. However,  we are not able to guarantee the appropriateness of each individual item within any particular source. We recommend that educators and administrators conduct a thorough review of any digital content using their own criteria - including reorganization and re-curation, if necessary - before using it with learners. Since we recognize that there may be many different standards across situations for criteria like preferred levels of interactivity, subject/age appropriateness, cultural sensitivity and tone, among others, we have intentionally offered a wide range of materials to help meet the needs of all learners whatever they may be.","
-- CONTEXT --
","Selecionamos fontes com uma afiliação ou finalidade educacional, para que você possa confiar que a maioria dos conteúdos na biblioteca de conteúdo do Kolibri foram feitos para fins educacionais. Entretanto, não estamos aptos a garantir a pertinência de cada item em cada uma das fontes. Recomendamos que educadores e administradores conduzam uma revisão atenciosa de quaisquer conteúdos digitais mediante seus próprios critérios - incluindo reorganização e re-curadoria, se necessário - antes de os usarem com estudantes. Reconhecemos que podem existir normas diferentes para critérios dependendo do contexto, como níveis preferidos de interatividade, adequação ao assunto/idade, sensitividade e tom cultural, entre outros. Oferecemos intencionalmente uma grande variedade de materiais para ajudar a alcançar a todas as necessidades de todos estudantes."
"CatalogFAQ.faqHeader","Frequently asked questions","
-- CONTEXT --
","Perguntas frequentes"
"CatalogFAQ.issueAnswer","Please email us at content@learningequality.org and include the channel name, along with a description of the issue. If you notice an issue on a specific resource, please be sure to link that as well. We'd be happy to investigate and grateful for your feedback!","
-- CONTEXT --
","Por favor, envie um e-mail para content@learningequality.org e inclua o nome do canal junto a uma descrição do problema. Se notar um problema em um conteúdo específico, assegure-se de também colocar um link para isso. Teremos o maior prazer em investigar e agradecemos os seus comentários!"
"CatalogFAQ.issueQuestion","I found a bug, broken link, or some mislabeled information within a resource. What should I do?","
-- CONTEXT --
","Encontrei um problema, um link quebrado, ou alguma informação mal etiquetada em um conteúdo. O que devo fazer?"
"CatalogFAQ.maintenanceAnswerP1","Because Kolibri is designed for learners and educators who are disconnected from the internet, content must first be packaged so that it can be used without internet connection. For most sources, our content team uses custom-written, automated scripts to bring content into Kolibri from a website, an app, or a private source such as a hard drive (with the appropriate permissions).","
-- CONTEXT --
","Porque o Kolibri é feito para estudantes e educadores que estão desconectados da internet, o conteúdo precisa primeiro ser integrado para ser usado sem conexão à internet. Para a maioria das fontes, nossa equipe de conteúdo usa scripts personalizados e automatizados para trazer conteúdo para o Kolibri de um website, um aplicativo, ou uma fonte privada como um disco rígido (com as devidas permissões)."
"CatalogFAQ.maintenanceAnswerP2","To learn more about how content is packaged for use on Kolibri and what types of formats are supported, please refer to our content integration guide.","
-- CONTEXT --
","Para saber mais sobre como o conteúdo é integrado para uso no Kolibri e que tipos de formato são suportados, por favor, refira-se ao nosso guia de integração de conteúdo."
"CatalogFAQ.maintenanceQuestion","How is this library created and maintained?","
-- CONTEXT --
","Como se cria e mantém esta biblioteca?"
"CatalogFAQ.makerAnswerP1","Learning Equality, a 501(c)(3) nonprofit based in San Diego, California, is committed to enabling every person in the world to realize their right to a quality education, by supporting the creation, adaptation, and distribution of open educational resources, and creating supportive tools for innovative pedagogy.","
-- CONTEXT --
","A Learning Equality, uma organização sem fins lucrativos 501(c)(3) baseada em San Diego, Califórnia, compromete-se com possibilitar que todos no mundo realizem o seu direito à educação de qualidade ao apoiar a criação, adaptação e distribuição de conteúdos educacionais abertos e ao criar ferramentas de apoio para pedagogia inovadora."
"CatalogFAQ.makerAnswerP2","In recognition of the digital divide, Learning Equality started by bringing the Khan Academy experience offline to more than 6 million learners around the globe. Its second-generation product, Kolibri, is part of a broader ecosystem of products and tools that support curriculum alignment, blended learning pedagogies, and broader use of Open Educational Resources to improve learning.","
-- CONTEXT --
","Reconhecendo a desigualdade digital, a Learning Equality começou por trazer a experiência offline da Khan Academy para mais de 6 milhões de estudantes no mundo todo. Seu produto de segunda geração, o Kolibri, é parte de um ecossistema amplo de produtos e ferramentas que apoiam o alinhamento curricular, pedagogias de aprendizagem híbridas, e uso mais abrangente de conteúdos educacionais abertos para otimizar a aprendizagem."
"CatalogFAQ.makerQuestion","Who are the makers of Kolibri?","
-- CONTEXT --
","Quem são os criadores do Kolibri?"
"CatalogFAQ.newContentAnswer","Our content team routinely adds new sources and channels to the library and updates existing channels as content creators make new materials available.","
-- CONTEXT --
","Nossa equipe de conteúdos adiciona regularmente novas fontes e canais à biblioteca e atualiza canais existentes à medida que criadores de conteúdo disponibilizam novos materiais."
"CatalogFAQ.newContentQuestion","Does Learning Equality add new materials?","
-- CONTEXT --
","A Learning Equality adiciona novos materiais?"
"CatalogFAQ.ownershipAnswer","No. Just like an online learning repository with links to external websites, we gather useful digital learning resources to help our community discover a rich variety of learning materials they may not have known about otherwise. All the materials in this educational library are fully credited to the creating organization, reformatted for best display on digital devices, and include any additional information the creator has shared with us. We only include content which is either openly licensed, available to distribute for special nonprofit or noncommercial purposes, or shared with us for distribution through agreement with the creator. Since materials in the library are intended for use in an open source platform, we do not profit financially from their use.","
-- CONTEXT --
","Não. Assim como um repositório online com links para websites externos, reunimos conteúdos digitais úteis para ajudar a nossa comunidade a descobrir a rica variedade de materiais de aprendizagem, que talvez não conheceriam de outra forma. Todos os materiais nessa biblioteca educacional são totalmente creditados à organização criadora, reformatados para uma melhor visualização em dispositivos digitais, e incluem quaisquer informações adicionais que o criador tenha compartilhado conosco. Incluímos apenas conteúdos com licença aberta, disponíveis para distribuição para objetivos especiais sem fins lucrativos ou não comerciais, ou compartilhados conosco para distribuição mediante acordo com o criador. Já que materiais na biblioteca possuem o intuito de serem usados em uma plataforma de código aberto, não lucramos financeiramente com seu uso."
"CatalogFAQ.ownershipQuestion","Does Learning Equality own these resources?","
-- CONTEXT --
","Esses conteúdos pertencem à Learning Equality?"
"CatalogFAQ.partialChannelAnswer","When importing content into Kolibri, you can select the specific subsections of a channel you're interested in. If you’d like to make changes such as editing the title or folder descriptions, or changing the order in which materials appear, please contact us at content@learningequality.org for early access to our Kolibri Studio tool, which can be used to make these changes.","
-- CONTEXT --
","Quando estiver importando conteúdo para o Kolibri, você pode selecionar as subseções específicas de um canal que estiver interessado. Se quiser fazer alterações como editar o título ou descrição de pastas, ou mudar a ordem na qual os materiais aparecem, por favor, envie um e-mail para content@learningequality.org para o acesso antecipado da nossa ferramenta Kolibri Studio, que pode ser usada para fazer essas alterações."
"CatalogFAQ.partialChannelQuestion","I want to use some of the resources in this channel, but not all of it. What should I do?","
-- CONTEXT --
","Quero usar alguns conteúdos deste canal, mas não todos. O que devo fazer?"
"CatalogFAQ.sampleContentAnswer","You can do this in three ways:","
-- CONTEXT --
","Pode fazê-lo de três formas:"
"CatalogFAQ.sampleContentAnswerItem1","To see the original content source, click the ⋮  button and select 'Go to source website'","
-- CONTEXT --
","Para ver a fonte do conteúdo original, clique no botão ⋮ e selecione 'Ir para o website de origem'"
"CatalogFAQ.sampleContentAnswerItem2","To preview the content on one of our online demo servers (available in English, Spanish, Arabic, French, and Hindi), click the ⋮ button and select 'View channel on Kolibri'","
-- CONTEXT --
","Para pré-visualizar o conteúdo em um dos nossos servidores de demonstração online (disponíveis em inglês, espanhol, árabe, francês e hindi), clique no botão ⋮ e selecione 'Visualizar o canal no Kolibri'"
"CatalogFAQ.sampleContentAnswerItem3","Download Kolibri and import the channel on your device for full access offline.","
-- CONTEXT --
","Baixe o Kolibri e importe o canal no seu dispositivo para ter um acesso completo offline."
"CatalogFAQ.sampleContentQuestion","How do I review the contents of the channels themselves?","
-- CONTEXT --
","Como reviso os conteúdos dos próprios canais?"
"CatalogFAQ.selectionAnswerP1","Our approach is unique in that we aim to assemble a library of resources which supports the diversity of needs Kolibri is designed to meet, rather than collecting all possible open educational resources.","
-- CONTEXT --
","Nossa abordagem é única, pois almejamos reunir uma biblioteca de conteúdos que suporte a diversidade de necessidades que o Kolibri é feito para atender, ao invés de coletar todos os conteúdos educacionais abertos possíveis."
"CatalogFAQ.selectionAnswerP2","To inform what we select, the Learning Equality team is continually maintaining our awareness of openly licensed digital resources available in the educational landscape. Most of our resources come from an organization, institution, or creator with learning design experience and an educational mandate. We prioritize providing a diversity of grade levels, subject areas and languages. Where possible, we also evaluate and seek input on the degree to which the materials may be suitable for the unique blended learning settings in which we work.","
-- CONTEXT --
","Para informar o que selecionamos, a equipe da Learning Equality mantém uma atenção contínua nos conteúdos digitais licenciados disponíveis no ambiente pedagógico. A maioria dos nossos conteúdos vem de uma organização, instituição, ou criador com experiência em projetos de aprendizagem e com finalidades educacionais. Priorizamos fornecer uma diversidade de níveis, assuntos e idiomas. Sempre que possível, também avaliamos e buscamos informações sobre os níveis em que os materiais podem ser adequados aos ambientes únicos de aprendizagem híbrida em que trabalhamos."
"CatalogFAQ.selectionQuestion","How does Learning Equality determine what goes into this library?","
-- CONTEXT --
","Como a Learning Equality determina o que é incluído nessa biblioteca?"
"CatalogFAQ.usingContentAnswer","Great! All of these resources have been specially packaged for use on Kolibri, our open source platform for offline learning, so please review how to get started with Kolibri first, then follow the instructions to import materials.","
-- CONTEXT --
","Ótimo! Todos esses conteúdos foram especialmente integrados para uso no Kolibri, nossa plataforma de código aberto para aprendizagem offline. Por favor, reveja primeiramente como iniciar o Kolibri e depois siga as instruções para importar materiais."
"CatalogFAQ.usingContentQuestion","I found something I'm interested in and would like to start using it. What should I do?","
-- CONTEXT --
","Encontrei algo que me interessa e gostaria de começar a usá-lo. O que devo fazer?"
"CatalogFAQ.usingKolibriAnswerP1","You can learn more about using Kolibri by doing any of the following:","
-- CONTEXT --
","Você pode aprender mais sobre usar o Kolibri com os seguintes passos:"
"CatalogFAQ.usingKolibriAnswerP2","We invite you to use the Kolibri user documentation for further guidance.","
-- CONTEXT --
","Te convidamos a usar a documentação de usuário do Kolibri para mais informações."
