"Identifier","Source String","Context","Translation"
"CatalogFAQ.descriptionP1","Here you can learn more about the educational resources publicly available for use in Kolibri, which are organized into ""channels"". Use the filters to browse channels by keyword, language, or formats of the materials inside.","
-- CONTEXT --
","Aquí puede aprender más sobre los recursos educativos disponibles para uso público en Kolibri, que están organizados en ""canales"". Utilice los filtros para navegar por los canales por palabra clave, idioma o formatos de los materiales dentro."
"CatalogFAQ.descriptionP2","Click on a channel to get a preview of what subjects and topics it covers, learn more about its creator, see how many resources the channel contains, and learn how to import it into Kolibri. You can also find coach-specific content (lesson plans, teacher professional guides, and other supplementary facilitation material), assessments and exercises, and captions for accessibility.","
-- CONTEXT --
","Haga clic en un canal para obtener una vista previa de los temas y temas que cubre, aprender más sobre su creador, ver cuántos recursos contiene el canal y aprender a importarlo en Kolibri. También puede encontrar contenido específico para tutores (planes de clase, guías profesionales de profesores y otros materiales complementarios de facilitación), evaluaciones y ejercicios y subtítulos para la accesibilidad."
"CatalogFAQ.descriptionP3","Sharing the work of these resource creators is what inspires Learning Equality's efforts. We hope you find something that excites you about the potential of digital learning, online or off!","
-- CONTEXT --
","Compartir el trabajo de estos creadores de recursos es lo que inspira los esfuerzos de Learning Equality. ¡Esperamos que encuentres algo que te excite sobre el potencial del aprendizaje digital, en línea o fuera de ella!"
"CatalogFAQ.downloadKolibriLink","Download Kolibri","
-- CONTEXT --
","Descargar Kolibri"
"CatalogFAQ.downloadLink","Download","
-- CONTEXT --
","Descargar"
"CatalogFAQ.endoresementQuestion","Have these sources been vetted or endorsed as classroom-safe and ready?","
-- CONTEXT --
","¿Estas fuentes han sido examinadas o respaldadas como seguras y preparadas para su uso en las aulas?"
"CatalogFAQ.endorsementAnswer","We select sources with an educational affiliation or mandate, so you can trust that most resources in the Kolibri Content Library were designed for learning purposes. However,  we are not able to guarantee the appropriateness of each individual item within any particular source. We recommend that educators and administrators conduct a thorough review of any digital content using their own criteria - including reorganization and re-curation, if necessary - before using it with learners. Since we recognize that there may be many different standards across situations for criteria like preferred levels of interactivity, subject/age appropriateness, cultural sensitivity and tone, among others, we have intentionally offered a wide range of materials to help meet the needs of all learners whatever they may be.","
-- CONTEXT --
","Seleccionamos fuentes que tienen una finalidad o vinculación educativa, para que pueda confiar en que la mayoría de los recursos de la Biblioteca de Contenido de Kolibri fueron diseñados con fines de aprendizaje. Sin embargo, no podemos garantizar la conveniencia de cada recurso individual dentro de una fuente determinada. Recomendamos que los educadores y administradores realicen una revisión exhaustiva de cualquier contenido digital utilizando sus propios criterios, incluyendo reorganización y re-curación, si es necesario - antes de usarlo con los estudiantes. Reconocemos que puede haber muchos estándares diferentes entre contextos que influyen a los criterios como: niveles preferidos de interactividad, si materias son apropiadas para las edades, las sensibilidades y el tono cultural. Por esta razón hemos ofrecido intencionalmente una amplia gama de materiales para ayudar a todos los estudiantes independientemente de su ubicación."
"CatalogFAQ.faqHeader","Frequently asked questions","
-- CONTEXT --
","Preguntas más frecuentes"
"CatalogFAQ.issueAnswer","Please email us at content@learningequality.org and include the channel name, along with a description of the issue. If you notice an issue on a specific resource, please be sure to link that as well. We'd be happy to investigate and grateful for your feedback!","
-- CONTEXT --
","Por favor envíenos un correo electrónico a content@learningequality.org e incluya el nombre del canal, junto con una descripción del problema. Si nota un problema en un recurso específico, por favor asegúrese de vincularlo también. ¡Estaríamos encantados de investigar y agradecemos sus comentarios!"
"CatalogFAQ.issueQuestion","I found a bug, broken link, or some mislabeled information within a resource. What should I do?","
-- CONTEXT --
","He encontrado un error, un enlace roto o alguna información mal etiquetada dentro de un recurso. ¿Qué debo hacer?"
"CatalogFAQ.maintenanceAnswerP1","Because Kolibri is designed for learners and educators who are disconnected from the internet, content must first be packaged so that it can be used without internet connection. For most sources, our content team uses custom-written, automated scripts to bring content into Kolibri from a website, an app, or a private source such as a hard drive (with the appropriate permissions).","
-- CONTEXT --
","Porque Kolibri está diseñado para estudiantes y educadores desconectados de Internet, los recursos primero deben empaquetarse para que se puedan consultar sin necesidad de conectividad. Para la mayoría de las fuentes, nuestro equipo de contenidos utiliza scripts automatizados y personalizados para recoger contenido desde un sitio web, una aplicación, o una fuente privada como un disco duro (con los permisos apropiados)."
"CatalogFAQ.maintenanceAnswerP2","To learn more about how content is packaged for use on Kolibri and what types of formats are supported, please refer to our content integration guide.","
-- CONTEXT --
","Para saber más sobre cómo los contenidos están empaquetados para su uso en Kolibri y qué tipos de formatos son soportados, por favor consulte nuestra guía de integración de contenido."
"CatalogFAQ.maintenanceQuestion","How is this library created and maintained?","
-- CONTEXT --
","¿Cómo se crea y mantiene esta biblioteca?"
"CatalogFAQ.makerAnswerP1","Learning Equality, a 501(c)(3) nonprofit based in San Diego, California, is committed to enabling every person in the world to realize their right to a quality education, by supporting the creation, adaptation, and distribution of open educational resources, and creating supportive tools for innovative pedagogy.","
-- CONTEXT --
","Learning Equality, una organización sin fines de lucro (501(c)(3)) con sede en San Diego, California, se compromete a capacitar que todas las personas del mundo realicen su derecho a una educación de calidad, apoyando la creación, adaptación y distribución de recursos educativos abiertos, y creando herramientas de apoyo para la pedagogía innovadora."
"CatalogFAQ.makerAnswerP2","In recognition of the digital divide, Learning Equality started by bringing the Khan Academy experience offline to more than 6 million learners around the globe. Its second-generation product, Kolibri, is part of a broader ecosystem of products and tools that support curriculum alignment, blended learning pedagogies, and broader use of Open Educational Resources to improve learning.","
-- CONTEXT --
","En reconocimiento de la brecha digital, Learning Equality comenzó llevando la experiencia de Khan Academy fuera de línea a más de 6 millones de estudiantes en todo el mundo. Su producto de segunda generación, Kolibri, forma parte de un ecosistema más amplio de productos y herramientas que apoyan el alineamiento curricular, pedagogías para el aprendizaje combinado, y un uso más amplio de los Recursos Educativos Abiertos para mejorar el aprendizaje."
"CatalogFAQ.makerQuestion","Who are the makers of Kolibri?","
-- CONTEXT --
","¿Quiénes son autores de Kolibri?"
"CatalogFAQ.newContentAnswer","Our content team routinely adds new sources and channels to the library and updates existing channels as content creators make new materials available.","
-- CONTEXT --
","Nuestro equipo de contenidos añade nuevas fuentes y canales a la biblioteca y actualiza los canales existentes a medida que los creadores de contenido ponen a disposición nuevos materiales."
"CatalogFAQ.newContentQuestion","Does Learning Equality add new materials?","
-- CONTEXT --
","¿Es Learning Equality quien añade nuevos recursos a los canales?"
"CatalogFAQ.ownershipAnswer","No. Just like an online learning repository with links to external websites, we gather useful digital learning resources to help our community discover a rich variety of learning materials they may not have known about otherwise. All the materials in this educational library are fully credited to the creating organization, reformatted for best display on digital devices, and include any additional information the creator has shared with us. We only include content which is either openly licensed, available to distribute for special nonprofit or noncommercial purposes, or shared with us for distribution through agreement with the creator. Since materials in the library are intended for use in an open source platform, we do not profit financially from their use.","
-- CONTEXT --
","No. Al igual como un repositorio de recursos de aprendizaje en línea que ofrece enlaces hacia sitios web externos, nosotros recolectamos recursos de aprendizaje digital útiles para ayudar a nuestra comunidad a descubrir una rica variedad de materiales de aprendizaje que pueden no haber conocido de otra manera. Todos los materiales de esta biblioteca educativa están completamente atribuibles a la organización creadora, su formato está adaptado para una mejor visualización en los dispositivos digitales, e incluyen toda la información que el creador haya compartido con nosotros. Sólo incluimos contenido con licencia abierta, disponible para distribuir sin fines de lucro y no comerciales, o compartido con nosotros para su distribución a través del acuerdo con el creador. Dado que los materiales de la biblioteca están destinados a ser utilizados en una plataforma de código abierto, nosotros no sacamos beneficios financieros de su uso."
"CatalogFAQ.ownershipQuestion","Does Learning Equality own these resources?","
-- CONTEXT --
","¿Es Learning Equality el propietario de estos recursos?"
"CatalogFAQ.partialChannelAnswer","When importing content into Kolibri, you can select the specific subsections of a channel you're interested in. If you’d like to make changes such as editing the title or folder descriptions, or changing the order in which materials appear, please contact us at content@learningequality.org for early access to our Kolibri Studio tool, which can be used to make these changes.","
-- CONTEXT --
","Al importar contenido en Kolibri, puede seleccionar los temas y secciones específicos de un canal de su interés. Si desea realizar cambios como editar las descripciones del título o de la carpeta, o cambiar el orden en que aparecen los materiales, póngase en contacto con nosotros al content@learningequality.org para obtener el acceso temprano a nuestra herramienta de Kolibri Studio, que se puede utilizar para realizar estos cambios."
"CatalogFAQ.partialChannelQuestion","I want to use some of the resources in this channel, but not all of it. What should I do?","
-- CONTEXT --
","Quiero usar algunos de los recursos de este canal, pero no todos. ¿Qué debo hacer?"
"CatalogFAQ.sampleContentAnswer","You can do this in three ways:","
-- CONTEXT --
","Puede hacerlo de tres maneras:"
"CatalogFAQ.sampleContentAnswerItem1","To see the original content source, click the ⋮  button and select 'Go to source website'","
-- CONTEXT --
","Para ver la fuente original de contenido, haga clic en el botón ⋮  y seleccione ""Ir al sitio web de origen"""
"CatalogFAQ.sampleContentAnswerItem2","To preview the content on one of our online demo servers (available in English, Spanish, Arabic, French, and Hindi), click the ⋮ button and select 'View channel on Kolibri'","
-- CONTEXT --
","Para previsualizar el contenido en uno de nuestros servidores de demostración en línea (disponible en inglés, español, árabe, francés y hindi), haga clic en el botón ⋮  y seleccione 'Ver canal en Kolibri'"
"CatalogFAQ.sampleContentAnswerItem3","Download Kolibri and import the channel on your device for full access offline.","
-- CONTEXT --
","Descargue Kolibri e importe el canal en su dispositivo para obtener el acceso completo sin conexión."
"CatalogFAQ.sampleContentQuestion","How do I review the contents of the channels themselves?","
-- CONTEXT --
","¿Cómo puedo revisar los contenidos dentro de los canales?"
"CatalogFAQ.selectionAnswerP1","Our approach is unique in that we aim to assemble a library of resources which supports the diversity of needs Kolibri is designed to meet, rather than collecting all possible open educational resources.","
-- CONTEXT --
","Nuestro enfoque es único en el sentido de que nuestro objetivo es ensamblar una biblioteca de recursos que apoye la diversidad de necesidades que Kolibri está diseñado para satisfacer en lugar de reunir todos los recursos educativos abiertos posibles."
"CatalogFAQ.selectionAnswerP2","To inform what we select, the Learning Equality team is continually maintaining our awareness of openly licensed digital resources available in the educational landscape. Most of our resources come from an organization, institution, or creator with learning design experience and an educational mandate. We prioritize providing a diversity of grade levels, subject areas and languages. Where possible, we also evaluate and seek input on the degree to which the materials may be suitable for the unique blended learning settings in which we work.","
-- CONTEXT --
","Para informar de lo que seleccionamos, el equipo de Learning Equality está continuamente manteniendo y actualizando nuestro conocimiento de los recursos digitales con licencia abierta disponibles en el panorama educativo. La mayoría de nuestros recursos provienen organizaciones, instituciones o creadores con experiencia en diseño de aprendizaje y con un claro compromiso educativo. Priorizamos el suministro de una diversidad de niveles, áreas temáticas e idiomas. Cuando sea posible, también evaluamos y buscamos información sobre el grado en que los materiales pueden ser adecuados para el único entorno de aprendizaje combinado en el que trabajamos."
"CatalogFAQ.selectionQuestion","How does Learning Equality determine what goes into this library?","
-- CONTEXT --
","¿De qué manera Learning Equality determina qué es lo que se incluye en esta biblioteca?"
"CatalogFAQ.usingContentAnswer","Great! All of these resources have been specially packaged for use on Kolibri, our open source platform for offline learning, so please review how to get started with Kolibri first, then follow the instructions to import materials.","
-- CONTEXT --
","¡Genial! Todos estos recursos han sido especialmente empaquetados para su uso en Kolibri, nuestra plataforma de Código Abierto para aprender sin conexión, así que por favor revise cómo empezar con Kolibri primero, luego siga las instrucciones para importar materiales."
"CatalogFAQ.usingContentQuestion","I found something I'm interested in and would like to start using it. What should I do?","
-- CONTEXT --
","He encontrado algo que me interesa y me gustaría empezar a usar. ¿Qué debo hacer?"
"CatalogFAQ.usingKolibriAnswerP1","You can learn more about using Kolibri by doing any of the following:","
-- CONTEXT --
","Puedes aprender más sobre el uso de Kolibri haciendo cualquiera de los siguientes:"
"CatalogFAQ.usingKolibriAnswerP2","We invite you to use the Kolibri user documentation for further guidance.","
-- CONTEXT --
","Le invitamos a consultar la documentación de Kolibri para obtener más información."
"CatalogFAQ.usingKolibriItem1","Visit the Learning Equality website","
-- CONTEXT --
","Visitar el sitio web de Learning Equality"
"CatalogFAQ.usingKolibriItem2","View a demo of the platform","
-- CONTEXT --
","Ver una demostración de la plataforma"
"CatalogFAQ.usingKolibriItem3","Download the software","
-- CONTEXT --
","Descargar el programa"
"CatalogFAQ.usingKolibriQuestion","How can I use Kolibri?","
-- CONTEXT --
","¿Cómo puedo usar Kolibri?"
"CatalogFAQ.usingResourcesHeader","About using these resources","
-- CONTEXT --
","Acerca del uso de estos recursos"
"CatalogFAQ.viewDemoLink","View demo","
-- CONTEXT --
","Ver demo"
"CatalogFAQ.viewDocsLink","View docs","
-- CONTEXT --
","Ver documentación"
"CatalogFAQ.viewGettingStartedLink","Documentation resources to get started with Kolibri","
-- CONTEXT --
","Recursos de documentación para empezar con Kolibri"
"CatalogFAQ.viewIntegrationGuide","View content integration guide","
-- CONTEXT --
","Ver guía de integración de contenido"
"CatalogFAQ.visitWebsiteLink","Visit website","
-- CONTEXT --
","Visitar sitio web"
"CatalogFilterBar.assessments","Assessments","
-- CONTEXT --
","Evaluaciones"
"CatalogFilterBar.channelCount","{count, plural,
 =1 {# channel}
 other {# channels}}","
-- CONTEXT --
","{count, plural,
 =1 {# canal}
 other {# canales}}"
"CatalogFilterBar.clearAll","Clear all","
-- CONTEXT --
","Eliminar filtros"
