"Identifier","Source String","Context","Translation"
"AccountCreated.continueToSignIn","Continue to sign-in","
-- CONTEXT --
","Continuar a la página de inicio de sesión"
"AccountDeleted.accountDeletedTitle","Account successfully deleted","
-- CONTEXT --
","Cuenta eliminada con éxito"
"AccountDeleted.continueToSignIn","Continue to sign-in page","
-- CONTEXT --
","Continuar a la página de inicio de sesión"
"AccountNotActivated.requestNewLink","Request a new activation link","
-- CONTEXT --
","Solicitar un nuevo enlace de activación"
"AccountNotActivated.text","Please check your email for an activation link or request a new link.","
-- CONTEXT --
","Por favor, compruebe su correo electrónico para un enlace de activación o solicite un nuevo enlace."
"AccountNotActivated.title","Account has not been activated","
-- CONTEXT --
","Su cuenta no ha sido activada"
"ActivationExpired.activationExpiredText","This activation link has been used already or has expired.","
-- CONTEXT --
","Este enlace de activación ya ha sido utilizado o ha caducado."
"ActivationExpired.activationExpiredTitle","Activation failed","
-- CONTEXT --
","Ocurrió un fallo durante la activación"
"ActivationExpired.requestNewLink","Request a new activation link","
-- CONTEXT --
","Solicitar un nuevo enlace de activación"
"ActivationLinkReSent.activationReSentText","If there is already an account with the email address provided, you should receive instructions shortly. If you don't see an email from us, please check your spam folder.","
-- CONTEXT --
","Si ya existe una cuenta con la dirección de correo electrónico proporcionada, recibirá las instrucciones en breve. Si no ve un correo electrónico nuestro, por favor revise su carpeta de correo basura."
"ActivationLinkReSent.activationReSentTitle","Instructions sent. Thank you!","
-- CONTEXT --
","Instrucciones enviadas. ¡Gracias!"
"ActivationSent.header","Activation link sent","
-- CONTEXT --
","Enlace de activación enviado"
"ActivationSent.text","Thank you for creating an account! To complete the process, please check your email for the activation link we sent you.","
-- CONTEXT --
","¡Gracias por crear una cuenta! Para completar el proceso, por favor revise su correo electrónico para el enlace de activación que le enviamos."
"ActivityDuration.minutesRequired","Minutes","
-- CONTEXT --
","Minutos"
"ActivityDuration.notOptionalLabel","Time required for the resource to be marked as completed. This value will not be displayed to learners.","
-- CONTEXT --
","Tiempo requerido para que el recurso se marque como completado. Este valor no se mostrará a los estudiantes."
"ActivityDuration.optionalLabel","(Optional) Time required for the resource to be marked as completed. This value will not be displayed to learners.","
-- CONTEXT --
","(Opcional) Tiempo requerido para que el recurso se marque como completado. Este valor no se mostrará a los estudiantes."
"AddNextStepsPage.addedNextStepSnackbar","Added next step","
-- CONTEXT --
","Paso siguiente añadido"
"AddNextStepsPage.toolbarTitle","Add next step","
-- CONTEXT --
","Añadir paso siguiente"
"AddPreviousStepsPage.addedPreviousStepSnackbar","Added previous step","
-- CONTEXT --
","Paso anterior añadido"
"AddPreviousStepsPage.toolbarTitle","Add previous step","
-- CONTEXT --
","Añadir paso anterior"
"AddRelatedResourcesModal.addStepBtnLabel","Add","
-- CONTEXT --
","Añadir"
"AddRelatedResourcesModal.cancelBtnLabel","Cancel","
-- CONTEXT --
","Cancelar"
"AddRelatedResourcesModal.previewStepBtnLabel","Preview","
-- CONTEXT --
","Vista previa"
"AddRelatedResourcesModal.resourcesDisplayedText","Only showing available resources for","
-- CONTEXT --
","Mostrando solamente los recursos disponibles para"
"AddRelatedResourcesModal.selectedAsCurrentResource","This is the current resource","
-- CONTEXT --
","Este es el recurso actual"
"AddRelatedResourcesModal.selectedAsNextStep","Already selected as a next step","
-- CONTEXT --
","Ya seleccionado como un paso siguiente"
"AddRelatedResourcesModal.selectedAsPreviousStep","Already selected as a previous step","
-- CONTEXT --
","Ya seleccionado como un paso anterior"
"AdministrationAppError.unauthorizedDetails","You need to be an administrator of Studio to view this page","
-- CONTEXT --
","Necesita tener permisos de administrador en Studio para ver esta página"
"AdministrationIndex.channelsLabel","Channels","
-- CONTEXT --
","Canales"
"AdministrationIndex.usersLabel","Users","
-- CONTEXT --
","Usuarios"
"Alert.closeButtonLabel","OK","
-- CONTEXT --
","Aceptar"
"Alert.dontShowAgain","Don't show this message again","
-- CONTEXT --
","No volver a mostrar este mensaje"
"AnswersEditor.answersLabel","Answers","
-- CONTEXT --
","Respuestas"
"AnswersEditor.newAnswerBtnLabel","New answer","
-- CONTEXT --
","Nueva respuesta"
"AnswersEditor.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","La pregunta no tiene opciones de respuesta"
"AnswersEditor.numberFieldErrorLabel","Answer must be a number","
-- CONTEXT --
","La respuesta debe ser un número"
"AppBar.administration","Administration","
-- CONTEXT --
","Administración"
"AppBar.changeLanguage","Change language","
-- CONTEXT --
","Cambiar idioma"
"AppBar.help","Help and support","
-- CONTEXT --
","Ayuda y soporte"
"AppBar.logIn","Sign in","
-- CONTEXT --
","Iniciar sesión"
"AppBar.logOut","Sign out","
-- CONTEXT --
","Cerrar sesión"
"AppBar.settings","Settings","
-- CONTEXT --
","Configuración"
"AppBar.title","Kolibri Studio","
-- CONTEXT --
","Kolibri Studio"
"AssessmentEditor.closeBtnLabel","Close","
-- CONTEXT --
","Cerrar"
"AssessmentEditor.incompleteItemIndicatorLabel","Incomplete","
-- CONTEXT --
","Incompleto"
"AssessmentEditor.newQuestionBtnLabel","New question","
-- CONTEXT --
","Nueva pregunta"
"AssessmentEditor.noQuestionsPlaceholder","Exercise has no questions","
-- CONTEXT --
","El ejercicio aún no tiene preguntas"
"AssessmentEditor.showAnswers","Show answers","
-- CONTEXT --
","Mostrar respuestas"
"AssessmentEditor.toolbarItemLabel","question","
-- CONTEXT --
","pregunta"
"AssessmentItemEditor.dialogMessageChangeToInput","Switching to 'numeric input' will set all answers as correct and remove all non-numeric answers. Continue?","
-- CONTEXT --
","Cambiar a 'entrada numérica' establecerá todas las respuestas como correctas y eliminará todas las respuestas no numéricas. ¿Continuar?"
"AssessmentItemEditor.dialogMessageChangeToSingleSelection","Switching to 'single choice' will set only one answer as correct. Continue?","
-- CONTEXT --
","Cambiar a 'opción única' sólo establecerá una respuesta como correcta. ¿Continuar?"
"AssessmentItemEditor.dialogMessageChangeToTrueFalse","Switching to 'true or false' will remove all current answers. Continue?","
-- CONTEXT --
","Cambiar a 'verdadero o falso' eliminará todas las respuestas actuales. ¿Continuar?"
"AssessmentItemEditor.dialogSubmitBtnLabel","Change","
-- CONTEXT --
","Cambiar"
"AssessmentItemEditor.dialogTitle","Changing question type","
-- CONTEXT --
","Cambiando el tipo de pregunta"
"AssessmentItemEditor.questionLabel","Question","
-- CONTEXT --
","Pregunta"
"AssessmentItemEditor.questionTypeLabel","Response type","
-- CONTEXT --
","Tipo de respuesta"
"AssessmentItemPreview.answersLabel","Answers","
-- CONTEXT --
","Respuestas"
"AssessmentItemPreview.hintsToggleLabelHide","Hide hints","
-- CONTEXT --
","Ocultar pistas"
"AssessmentItemPreview.hintsToggleLabelShow","Show {hintsCount} {hintsCount, plural, one {hint} other {hints}}","
-- CONTEXT --
","Muestra {hintsCount} {hintsCount, plural, one {pista} other {pistas}}"
"AssessmentItemPreview.noAnswersPlaceholder","Question has no answer options","
-- CONTEXT --
","La pregunta no tiene opciones de respuesta"
"AssessmentItemToolbar.toolbarLabelAddAbove","Add {itemLabel} above","
-- CONTEXT --
","Añadir {itemLabel} arriba"
"AssessmentItemToolbar.toolbarLabelAddBelow","Add {itemLabel} below","
-- CONTEXT --
","Añadir {itemLabel} abajo"
"AssessmentItemToolbar.toolbarLabelDelete","Delete","
-- CONTEXT --
","Eliminar"
"AssessmentItemToolbar.toolbarLabelEdit","Edit","
-- CONTEXT --
","Editar"
"AssessmentItemToolbar.toolbarLabelMoveDown","Move down","
-- CONTEXT --
","Mover hacia abajo"
"AssessmentItemToolbar.toolbarLabelMoveUp","Move up","
-- CONTEXT --
","Mover hacia arriba"
"AssessmentTab.dialogCancelBtnLabel","Cancel","
-- CONTEXT --
","Cancelar"
"AssessmentTab.dialogSubmitBtnLabel","Submit","
-- CONTEXT --
","Enviar"
"AssessmentTab.incompleteItemsCountMessage","{invalidItemsCount} incomplete {invalidItemsCount, plural, one {question} other {questions}}","
-- CONTEXT --
","{invalidItemsCount} {invalidItemsCount, plural, one {pregunta no completada} other {preguntas no completadas}}"
"BrowsingCard.addToClipboardAction","Copy to clipboard","
-- CONTEXT --
","Copiar a portapapeles"
"BrowsingCard.coach","Resource for coaches","
-- CONTEXT --
","Recurso para tutores"
"BrowsingCard.goToPluralLocationsAction","In {count, number} {count, plural, one {location} other {locations}}","
-- CONTEXT --
","En {count, number} {count, plural, one {ubicación} other {ubicaciones}}"
"BrowsingCard.goToSingleLocationAction","Go to location","
-- CONTEXT --
","Ir a la ubicación"
"BrowsingCard.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {recurso para tutores} other {recursos para tutores}}"
"BrowsingCard.previewAction","View details","
-- CONTEXT --
","Ver detalles"
"BrowsingCard.resourcesCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, one {recurso} other {recursos}}"
"BrowsingCard.tagsList","Tags: {tags}","
-- CONTEXT --
","Etiquetas: {tags}"
"BytesForHumansStrings.fileSizeInBytes","{n, number, integer} B","
-- CONTEXT --
","{n, number, integer} B"
"BytesForHumansStrings.fileSizeInGigabytes","{n, number, integer} GB","
-- CONTEXT --
","{n, number, integer} GB"
"BytesForHumansStrings.fileSizeInKilobytes","{n, number, integer} KB","
-- CONTEXT --
","{n, number, integer} KB"
"BytesForHumansStrings.fileSizeInMegabytes","{n, number, integer} MB","
-- CONTEXT --
","{n, number, integer} MB"
"BytesForHumansStrings.fileSizeInTerabytes","{n, number, integer} TB","
-- CONTEXT --
","{n, number, integer} TB"
"CatalogFAQ.KolibriAnswer","Kolibri is an open source ed-tech platform designed for low-resource communities, focused on:","
-- CONTEXT --
","Kolibri es una plataforma de código abierto diseñada para las comunidades con bajos recursos, enfocada en:"
"CatalogFAQ.KolibriAnswerItem1","Overcoming infrastructural barriers that prevent equitable access to quality education for learners in low-resource and low-connectivity contexts","
-- CONTEXT --
","Superar las barreras infraestructurales que impiden acceso equitativo a una educación de calidad para los estudiantes en contextos de bajos recursos y baja conectividad"
"CatalogFAQ.KolibriAnswerItem2","Increasing the availability of open learning materials suitable for many curricula, learning goals, and situations","
-- CONTEXT --
","Incrementar la disponibilidad de materiales de aprendizaje abiertos adecuados para una variedad de currículos, metas de aprendizaje y situaciones"
"CatalogFAQ.KolibriAnswerItem3","Fostering innovative pedagogy and effective learning outcomes","
-- CONTEXT --
","Fomentar una pedagogía innovadora y resultados de aprendizaje efectivos"
"CatalogFAQ.KolibriQuestion","What is Kolibri?","
-- CONTEXT --
","¿Qué es Kolibri?"
"CatalogFAQ.aboutHeader","Welcome to the Kolibri Content Library Catalog! ","
-- CONTEXT --
","¡Bienvenida al Catálogo de la Biblioteca de Contenidos de Kolibri! "
"CatalogFAQ.aboutKolibriHeader","About Kolibri","
-- CONTEXT --
","Acerca de Kolibri"
"CatalogFAQ.aboutLibraryHeader","About the Kolibri Content Library","
-- CONTEXT --
","Acerca de la Biblioteca de Contenido de Kolibri"
"CatalogFAQ.channelAnswer","A channel is Kolibri’s unit of organization for digital content. It's a collection of resources organized by single institutions or creators, each of which may contain a set of books, games, textbooks, articles, simulations, exercises, and many more types of educational materials, all made available for use in Kolibri without the need for internet access. A channel isn't necessarily a course or a sequence, it's simply a collection of materials published or gathered together by one organization, as close to the provider's original layout as possible, while still organized for the best possible navigation in Kolibri.","
-- CONTEXT --
","Un canal en Kolibri es la unidad de organización de los contenidos digitales. Es una colección de recursos organizados por instituciones o creadores particulares, cada uno de los cuales contiene un conjunto de libros, juegos, artículos, simulaciones, ejercicios, libros de texto y muchos más tipos de materiales educativos, todos puestos a disposición en Kolibri sin necesidad de acceso a Internet. Un canal no es necesariamente un curso o una secuencia - es simplemente una colección de materiales publicados o reunidos por una organización, lo más cerca posible del formato original del proveedor, pero organizado para la mejor navegación posible en Kolibri."
"CatalogFAQ.channelLink","What is a channel?","
-- CONTEXT --
","¿Qué es un canal?"
"CatalogFAQ.channelQuestion","What is a channel?","
-- CONTEXT --
","¿Qué es un canal?"
"CatalogFAQ.coachContentAnswer","Most resources are directed at learners, but some, such as lesson plans, subject refreshers, professional learning guides, and similar, are directed at teachers and facilitators. In Kolibri, we mark this content as ""for coaches"" and limit its visibility to those with coach accounts. If you see coach materials here, they may require less planning for any facilitators using the resource!","
-- CONTEXT --
","La mayoría de los recursos están dirigidos a los estudiantes, pero algunos, como planes de clase, actualizaciones temáticas, guías de aprendizaje profesional y similares, están dirigidos a profesores y tutores. En Kolibri, marcamos este contenido como ""para tutores"" y limitamos su visibilidad a aquellos usuarios con las cuentas de tutor. Si hay materiales para tutores en el canal, indican que posiblemente se requiere menos planificación por parte de facilitadores que usen esos recursos."
"CatalogFAQ.coachContentQuestion","What are 'resources for coaches'?","
-- CONTEXT --
","¿Qué son los 'recursos para tutores'?"
"CatalogFAQ.customContentAnswer","To add your own materials, create an account on Kolibri Studio by going to https://studio.learningequality.org. Recommendations for public materials to be added to the Kolibri Content Library can be made by contacting content@learningequality.org.","
-- CONTEXT --
","Para añadir sus propios materiales, cree una cuenta en Kolibri Studio al https://studio.learningequality.org. Pueden contactar con nosotros al content@learningequality.org para recomendar los materiales de acceso público que se les gustaría ver en la Biblioteca de Contenido de Kolibri."
"CatalogFAQ.customContentQuestion","How can I add my own materials or recommend materials from other creators for this library?","
-- CONTEXT --
","¿Cómo puedo añadir mis propios materiales o recomendar materiales de otros creadores para esta biblioteca?"
"CatalogFAQ.descriptionP1","Here you can learn more about the educational resources publicly available for use in Kolibri, which are organized into ""channels"". Use the filters to browse channels by keyword, language, or formats of the materials inside.","
-- CONTEXT --
","Aquí puede aprender más sobre los recursos educativos disponibles para uso público en Kolibri, que están organizados en ""canales"". Utilice los filtros para navegar por los canales por palabra clave, idioma o formatos de los materiales dentro."
"CatalogFAQ.descriptionP2","Click on a channel to get a preview of what subjects and topics it covers, learn more about its creator, see how many resources the channel contains, and learn how to import it into Kolibri. You can also find coach-specific content (lesson plans, teacher professional guides, and other supplementary facilitation material), assessments and exercises, and captions for accessibility.","
-- CONTEXT --
","Haga clic en un canal para obtener una vista previa de los temas y temas que cubre, aprender más sobre su creador, ver cuántos recursos contiene el canal y aprender a importarlo en Kolibri. También puede encontrar contenido específico para tutores (planes de clase, guías profesionales de profesores y otros materiales complementarios de facilitación), evaluaciones y ejercicios y subtítulos para la accesibilidad."
"CatalogFAQ.descriptionP3","Sharing the work of these resource creators is what inspires Learning Equality's efforts. We hope you find something that excites you about the potential of digital learning, online or off!","
-- CONTEXT --
","Compartir el trabajo de estos creadores de recursos es lo que inspira los esfuerzos de Learning Equality. ¡Esperamos que encuentres algo que te excite sobre el potencial del aprendizaje digital, en línea o sin conexión!"
"CatalogFAQ.downloadKolibriLink","Download Kolibri","
-- CONTEXT --
","Descargar Kolibri"
"CatalogFAQ.downloadLink","Download","
-- CONTEXT --
","Descargar"
"CatalogFAQ.endoresementQuestion","Have these sources been vetted or endorsed as classroom-safe and ready?","
-- CONTEXT --
","¿Estas fuentes han sido examinadas o aprobadas como seguras y preparadas para su uso en las aulas?"
"CatalogFAQ.endorsementAnswer","We select sources with an educational affiliation or mandate, so you can trust that most resources in the Kolibri Content Library were designed for learning purposes. However,  we are not able to guarantee the appropriateness of each individual item within any particular source. We recommend that educators and administrators conduct a thorough review of any digital content using their own criteria - including reorganization and re-curation, if necessary - before using it with learners. Since we recognize that there may be many different standards across situations for criteria like preferred levels of interactivity, subject/age appropriateness, cultural sensitivity and tone, among others, we have intentionally offered a wide range of materials to help meet the needs of all learners whatever they may be.","
-- CONTEXT --
","Seleccionamos fuentes que tienen una finalidad o vinculación educativa, para que pueda confiar en que la mayoría de los recursos de la Biblioteca de Contenido de Kolibri fueron diseñados con fines de aprendizaje. Sin embargo, no podemos garantizar la conveniencia de cada recurso individual dentro de una fuente determinada. Recomendamos que los educadores y administradores realicen una revisión exhaustiva de cualquier contenido digital utilizando sus propios criterios, incluyendo reorganización y re-curación, si es necesario - antes de usarlo con los estudiantes. Reconocemos que puede haber muchos estándares diferentes entre contextos que influyen a los criterios como: niveles preferidos de interactividad, si materias son apropiadas para las edades, las sensibilidades y el tono cultural. Por esta razón hemos ofrecido intencionalmente una amplia gama de materiales para ayudar a todos los estudiantes independientemente de su ubicación."
"CatalogFAQ.faqHeader","Frequently asked questions","
-- CONTEXT --
","Preguntas más frecuentes"
"CatalogFAQ.issueAnswer","Please email us at content@learningequality.org and include the channel name, along with a description of the issue. If you notice an issue on a specific resource, please be sure to link that as well. We'd be happy to investigate and grateful for your feedback!","
-- CONTEXT --
","Por favor envíenos un correo electrónico a content@learningequality.org e incluya el nombre del canal, junto con una descripción del problema. Si nota un problema en un recurso específico, por favor asegúrese de vincularlo también. ¡Estaríamos encantados de investigar y agradecemos sus comentarios!"
"CatalogFAQ.issueQuestion","I found a bug, broken link, or some mislabeled information within a resource. What should I do?","
-- CONTEXT --
","He encontrado un error, un enlace roto o alguna información mal etiquetada dentro de un recurso. ¿Qué debo hacer?"
"CatalogFAQ.maintenanceAnswerP1","Because Kolibri is designed for learners and educators who are disconnected from the internet, content must first be packaged so that it can be used without internet connection. For most sources, our content team uses custom-written, automated scripts to bring content into Kolibri from a website, an app, or a private source such as a hard drive (with the appropriate permissions).","
-- CONTEXT --
","Porque Kolibri está diseñado para estudiantes y educadores desconectados de Internet, los recursos primero deben organizarse como un conjunto para que se puedan consultar sin necesidad de conectividad. Para la mayoría de las fuentes, nuestro equipo de contenidos utiliza scripts automatizados y personalizados para recoger contenido desde un sitio web, una aplicación, o una fuente privada como un disco duro (con los permisos apropiados)."
"CatalogFAQ.maintenanceAnswerP2","To learn more about how content is packaged for use on Kolibri and what types of formats are supported, please refer to our content integration guide.","
-- CONTEXT --
","Para saber más sobre cómo los contenidos están integrados para su uso en Kolibri y qué tipos de formatos son soportados, por favor consulte nuestra guía de integración de contenido."
"CatalogFAQ.maintenanceQuestion","How is this library created and maintained?","
-- CONTEXT --
","¿Cómo se crea y mantiene esta biblioteca?"
"CatalogFAQ.makerAnswerP1","Learning Equality, a 501(c)(3) nonprofit based in San Diego, California, is committed to enabling every person in the world to realize their right to a quality education, by supporting the creation, adaptation, and distribution of open educational resources, and creating supportive tools for innovative pedagogy.","
-- CONTEXT --
","Learning Equality, una organización sin fines de lucro (501(c)(3)) con sede en San Diego, California, está compromida a posibilitar que todas las personas del mundo realicen su derecho a una educación de calidad, dando soporte a la creación, adaptación y distribución de recursos educativos abiertos, y creando herramientas de apoyo para la pedagogía innovadora."
"CatalogFAQ.makerAnswerP2","In recognition of the digital divide, Learning Equality started by bringing the Khan Academy experience offline to more than 6 million learners around the globe. Its second-generation product, Kolibri, is part of a broader ecosystem of products and tools that support curriculum alignment, blended learning pedagogies, and broader use of Open Educational Resources to improve learning.","
-- CONTEXT --
","En reconocimiento de la brecha digital, Learning Equality comenzó llevando la experiencia de Khan Academy fuera de línea a más de 6 millones de estudiantes en todo el mundo. Su producto de segunda generación, Kolibri, forma parte de un ecosistema más amplio de productos y herramientas que apoyan el alineamiento curricular, pedagogías para el aprendizaje combinado, y un uso más amplio de los Recursos Educativos Abiertos para mejorar el aprendizaje."
"CatalogFAQ.makerQuestion","Who are the makers of Kolibri?","
-- CONTEXT --
","¿Quiénes son autores de Kolibri?"
"CatalogFAQ.newContentAnswer","Our content team routinely adds new sources and channels to the library and updates existing channels as content creators make new materials available.","
-- CONTEXT --
","Nuestro equipo de contenidos añade nuevas fuentes y canales a la biblioteca y actualiza los canales existentes a medida que los creadores de contenido ponen a disposición nuevos materiales."
"CatalogFAQ.newContentQuestion","Does Learning Equality add new materials?","
-- CONTEXT --
","¿Es Learning Equality quien añade nuevos recursos a los canales?"
"CatalogFAQ.ownershipAnswer","No. Just like an online learning repository with links to external websites, we gather useful digital learning resources to help our community discover a rich variety of learning materials they may not have known about otherwise. All the materials in this educational library are fully credited to the creating organization, reformatted for best display on digital devices, and include any additional information the creator has shared with us. We only include content which is either openly licensed, available to distribute for special nonprofit or noncommercial purposes, or shared with us for distribution through agreement with the creator. Since materials in the library are intended for use in an open source platform, we do not profit financially from their use.","
-- CONTEXT --
","No. Al igual como un repositorio de recursos de aprendizaje en línea que ofrece enlaces hacia sitios web externos, nosotros recolectamos recursos de aprendizaje digital útiles para ayudar a nuestra comunidad a descubrir una rica variedad de materiales de aprendizaje que pueden no haber conocido de otra manera. Todos los materiales de esta biblioteca educativa están completamente atribuibles a la organización creadora, su formato está adaptado para una mejor visualización en los dispositivos digitales, e incluyen toda la información que el creador haya compartido con nosotros. Sólo incluimos contenido con licencia abierta, disponible para distribuir sin fines de lucro y no comerciales, o compartido con nosotros para su distribución a través del acuerdo con el creador. Dado que los materiales de la biblioteca están destinados a ser utilizados en una plataforma de código abierto, nosotros no sacamos beneficios financieros de su uso."
"CatalogFAQ.ownershipQuestion","Does Learning Equality own these resources?","
-- CONTEXT --
","¿Es Learning Equality el propietario de estos recursos?"
"CatalogFAQ.partialChannelAnswer","When importing content into Kolibri, you can select the specific subsections of a channel you're interested in. If you’d like to make changes such as editing the title or folder descriptions, or changing the order in which materials appear, please contact us at content@learningequality.org for early access to our Kolibri Studio tool, which can be used to make these changes.","
-- CONTEXT --
","Al importar contenido en Kolibri, puede seleccionar los temas y secciones específicos de un canal de su interés. Si desea realizar cambios como editar las descripciones del título o de la carpeta, o cambiar el orden en que aparecen los materiales, póngase en contacto con nosotros al content@learningequality.org para obtener el acceso temprano a nuestra herramienta de Kolibri Studio, que se puede utilizar para realizar estos cambios."
"CatalogFAQ.partialChannelQuestion","I want to use some of the resources in this channel, but not all of it. What should I do?","
-- CONTEXT --
","Quiero usar algunos de los recursos de este canal, pero no todos. ¿Qué debo hacer?"
"CatalogFAQ.sampleContentAnswer","You can do this in three ways:","
-- CONTEXT --
","Puede hacerlo de tres maneras:"
"CatalogFAQ.sampleContentAnswerItem1","To see the original content source, click the ⋮  button and select 'Go to source website'","
-- CONTEXT --
","Para ver la fuente original de contenido, haga clic en el botón ⋮  y seleccione ""Ir a la página web de origen"""
"CatalogFAQ.sampleContentAnswerItem2","To preview the content on one of our online demo servers (available in English, Spanish, Arabic, French, and Hindi), click the ⋮ button and select 'View channel on Kolibri'","
-- CONTEXT --
","Para previsualizar el contenido en uno de nuestros servidores de demostración en línea (disponible en inglés, español, árabe, francés y hindi), haga clic en el botón ⋮  y seleccione 'Ver canal en Kolibri'"
"CatalogFAQ.sampleContentAnswerItem3","Download Kolibri and import the channel on your device for full access offline.","
-- CONTEXT --
","Descargue Kolibri e importe el canal en su dispositivo para obtener el acceso completo sin conexión."
"CatalogFAQ.sampleContentQuestion","How do I review the contents of the channels themselves?","
-- CONTEXT --
","¿Cómo puedo revisar los contenidos dentro de los canales?"
"CatalogFAQ.selectionAnswerP1","Our approach is unique in that we aim to assemble a library of resources which supports the diversity of needs Kolibri is designed to meet, rather than collecting all possible open educational resources.","
-- CONTEXT --
","Nuestro enfoque es único en el sentido de que nuestro objetivo es ensamblar una biblioteca de recursos que apoye la diversidad de necesidades que Kolibri está diseñado para satisfacer en lugar de reunir todos los recursos educativos abiertos posibles."
"CatalogFAQ.selectionAnswerP2","To inform what we select, the Learning Equality team is continually maintaining our awareness of openly licensed digital resources available in the educational landscape. Most of our resources come from an organization, institution, or creator with learning design experience and an educational mandate. We prioritize providing a diversity of grade levels, subject areas and languages. Where possible, we also evaluate and seek input on the degree to which the materials may be suitable for the unique blended learning settings in which we work.","
-- CONTEXT --
","Para informar de lo que seleccionamos, el equipo de Learning Equality está continuamente manteniendo y actualizando nuestro conocimiento de los recursos digitales con licencia abierta disponibles en el panorama educativo. La mayoría de nuestros recursos provienen organizaciones, instituciones o creadores con experiencia en diseño de aprendizaje y con un claro compromiso educativo. Priorizamos el suministro de una diversidad de niveles, áreas temáticas e idiomas. Cuando sea posible, también evaluamos y buscamos información sobre el grado en que los materiales pueden ser adecuados para el singular entorno de aprendizaje combinado en el que trabajamos."
"CatalogFAQ.selectionQuestion","How does Learning Equality determine what goes into this library?","
-- CONTEXT --
","¿De qué manera Learning Equality determina qué es lo que se incluye en esta biblioteca?"
"CatalogFAQ.usingContentAnswer","Great! All of these resources have been specially packaged for use on Kolibri, our open source platform for offline learning, so please review how to get started with Kolibri first, then follow the instructions to import materials.","
-- CONTEXT --
","¡Genial! Todos estos recursos han sido especialmente ensamblados para su uso en Kolibri, nuestra plataforma de código abierto para aprender sin conexión, así que por favor revise cómo empezar con Kolibri primero, luego siga las instrucciones para importar materiales."
